Geo Point;Geo Shape;gml_id;id_rva_fcd_avt_20230328;denomination;sens_circul;freeflowtime;type;id_troncon;length;thresholds
48.11024999999866, -1.6672899999982362;"{""coordinates"": [[[-1.667119999993859, 48.110250000000356], [-1.667460000002613, 48.110249999996945]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2060;2060;Avenue Aristide Briand;Dans le sens inverse de numérisation;2;Avenue;67270;25.3185129797887;20_40
48.14154736639034, -1.6865860015355516;"{""coordinates"": [[[-1.686628211678138, 48.14052774938154], [-1.686599999999363, 48.140649999997734], [-1.686590000006696, 48.140760000003866], [-1.686589999999645, 48.140910000001234], [-1.68658999999784, 48.141409999998345], [-1.686589999996128, 48.14156999999716], [-1.686580000001877, 48.14211999999609], [-1.686559999997972, 48.142570000000546]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2063;2063;Rue du Général de Gaulle;Dans les 2 sens;17;Rue;67380_D;227.294597434355;20_40
48.1344940458764, -1.6278978287529693;"{""coordinates"": [[[-1.627960000003108, 48.13454999999986], [-1.627835657502831, 48.13443809175294]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2068;2068;Rue de la Lande Bouhard;Dans les 2 sens;4;Rue;67818_D;15.5078256839236;20_40
48.08023053751964, -1.7125456705304454;"{""coordinates"": [[[-1.712319999922933, 48.081010000189806], [-1.712319999999493, 48.081009999997434], [-1.712379999993131, 48.080869999997624], [-1.712400000006336, 48.08080999999841], [-1.712470000005245, 48.080599999995584], [-1.712530000007048, 48.08039000000392], [-1.712579999995431, 48.08020000000037], [-1.712640000002938, 48.07986999999816], [-1.712659999997339, 48.07965999999877], [-1.71267999999404, 48.07943000000217]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2080;2080;Route départementale 177;Dans le sens de numérisation;19;Route départemental;69493;178.164497571752;20_40
48.10869551459635, -1.6988735167569695;"{""coordinates"": [[[-1.699119999998799, 48.10861000000287], [-1.69862703351514, 48.108781029189835]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2087;2087;Rue de Lorient;Dans les 2 sens;6;Rue;71455_G;41.3437972544671;20_40
48.049800692401966, -1.7104868489074225;"{""coordinates"": [[[-1.708109999903994, 48.04956000004106], [-1.708109999994446, 48.049560000001314], [-1.708200000003595, 48.04953999999727], [-1.708349999994689, 48.04951999999871], [-1.708449999999839, 48.04951000000048], [-1.708590000005125, 48.04951000000098], [-1.708800000001539, 48.04950999999799], [-1.708959999999568, 48.04952000000217], [-1.709150000004639, 48.04954999999769], [-1.709529999999552, 48.0496199999972], [-1.71033999999957, 48.049759999997185], [-1.711029999996632, 48.049880000000876], [-1.711239999999725, 48.04990999999725], [-1.711390000006477, 48.049930000003805], [-1.711569999997246, 48.04994000000154], [-1.712539999996337, 48.05017999999944], [-1.712845397362021, 48.050254167932124]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2090;2090;Route départementale 34;Dans le sens de numérisation;20;Route départemental;71660;365.696684907469;30_50
48.14247097185287, -1.695942183710624;"{""coordinates"": [[[-1.695180000004669, 48.14159000000343], [-1.695299999994959, 48.14167999999807], [-1.695470000001783, 48.141830000003935], [-1.695609999998359, 48.14204999999729], [-1.695750000001915, 48.14232000000225], [-1.695870000005682, 48.14254000000191], [-1.696030000001044, 48.1427400000015], [-1.696249999996005, 48.14292000000174], [-1.696479999993939, 48.14304000000086], [-1.696770000001486, 48.143139999998766], [-1.696851390978206, 48.143155826027325]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2096;2096;Echangeur des Trois Epines;Dans le sens de numérisation;19;Echangeur;72424;222.127636842611;20_40
48.106209999999436, -1.6673849999994395;"{""coordinates"": [[[-1.667520000001903, 48.10625000000265], [-1.667249999996976, 48.10616999999621]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2106;2106;Rue Saint-Hélier;Dans les 2 sens;2;Rue;73632_D;21.9872162771271;20_40
48.11018611729064, -1.6618728513832062;"{""coordinates"": [[[-1.661570000001196, 48.11018999999934], [-1.662175702765216, 48.110182234581934]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2117;2117;Avenue Aristide Briand;Dans le sens inverse de numérisation;4;Avenue;74055;45.1127121214437;20_40
48.110000000002174, -1.6618631782958704;"{""coordinates"": [[[-1.662197112976029, 48.11000000000314], [-1.661529243615712, 48.1100000000012]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2118;2118;Avenue Sergent Maginot;Dans le sens de numérisation;13;Avenue;74059;49.7339444563343;20_40
48.146384362656114, -1.759205854817698;"{""coordinates"": [[[-1.762214370739454, 48.1451260778488], [-1.760770000005734, 48.145700000003956], [-1.759689999997362, 48.14613000000131], [-1.759489999999474, 48.14620999999682], [-1.759319999997939, 48.14627999999958], [-1.75912999999708, 48.146360000003284], [-1.758950000002485, 48.146439999997206], [-1.757769999993882, 48.14701000000449], [-1.757540000000869, 48.14711999999896], [-1.757280000001797, 48.14725000000129], [-1.756770000002011, 48.147499999995844], [-1.75662, 48.1475699999995], [-1.756469999998915, 48.147639999997175], [-1.75635000000093, 48.14769999999713], [-1.756250000005628, 48.147760000000375]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2130;2130;Route départementale 29;Dans les 2 sens;29;Route départemental;75288_D;532.369374347037;30_50
48.102728967461466, -1.6103978112879773;"{""coordinates"": [[[-1.610730907662558, 48.10303583641953], [-1.610689999999386, 48.1030099999968], [-1.610520000006506, 48.102880000003694], [-1.610410000002747, 48.10277999999779], [-1.610310000002187, 48.10266000000094], [-1.61023000000295, 48.10253999999537], [-1.610120000002697, 48.10237000000082]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2134;2134;Boulevard des Alliés;Dans le sens de numérisation;13;Boulevard;75631;87.71024736454;30_50
48.09045027472319, -1.7050522071768772;"{""coordinates"": [[[-1.704666450269156, 48.09015861780813], [-1.705029999994926, 48.09042999999727], [-1.705120000006, 48.090499999997036], [-1.705350000001485, 48.09067999999802], [-1.705434484104425, 48.090746479297096]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2148;2148;Route nationale 136;Dans le sens de numérisation;11;Route nationale;75822;86.8745824868347;30_50
48.08109629691554, -1.6751315275512932;"{""coordinates"": [[[-1.675220000000823, 48.08123000000278], [-1.675139999996148, 48.0811400000007], [-1.675099999999474, 48.08104999999976], [-1.675079999993615, 48.080969999999496], [-1.675080000002943, 48.080945215715786]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2155;2155;Route nationale 137;Dans le sens de numérisation;2;Route nationale;75832;33.8647149910229;20_40
48.0836340564896, -1.674814520739912;"{""coordinates"": [[[-1.674810000005862, 48.08385999999944], [-1.674809999993485, 48.083709999999606], [-1.67481999999925, 48.083489999997965], [-1.674823029880131, 48.083408193148806]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2161;2161;Passage Henri Fréville;Dans le sens de numérisation;6;Passage;75839;50.2514284134784;20_40
48.10200465327232, -1.6102959609586982;"{""coordinates"": [[[-1.61027368242498, 48.102115793938864], [-1.61029999999364, 48.102049999995984], [-1.610299999997602, 48.10189000000084]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2174;2174;Porte de Beaulieu;Dans le sens de numérisation;3;Porte;75855;25.3645757783551;20_40
48.10126096615712, -1.6096330852608856;"{""coordinates"": [[[-1.609765632025924, 48.10130318332079], [-1.609760000002212, 48.10130000000269], [-1.609500000004191, 48.10121999999949]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2175;2175;Porte de Beaulieu;Dans le sens de numérisation;5;Porte;75856;21.8588361039013;20_40
48.14055884474765, -1.6906871424487877;"{""coordinates"": [[[-1.692838817388032, 48.14038751984605], [-1.692079999995872, 48.14046999999797], [-1.691130000000576, 48.140539999999206], [-1.690169999994523, 48.14059999999972], [-1.689979999996964, 48.140609999998276], [-1.688880000002309, 48.140670000000746], [-1.688532133456445, 48.1406869691004]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2186;2186;Route nationale 136;Dans le sens de numérisation;15;Route nationale;75867;322.375376028606;30_50
48.118394318657046, -1.7185724127168656;"{""coordinates"": [[[-1.718259999997049, 48.118970000003195], [-1.718090000003851, 48.11884999999655], [-1.71800999999721, 48.118769999997426], [-1.717940000004486, 48.11868000000169], [-1.717910000005625, 48.11856999999852], [-1.717930000004927, 48.11846999999715], [-1.717980000000159, 48.11837000000289], [-1.718050000002042, 48.11826999999949], [-1.718139999994191, 48.11818999999715], [-1.718280000000717, 48.118139999998], [-1.718419999996088, 48.11810999999916], [-1.718569999995251, 48.11809000000114], [-1.718720000000536, 48.1180899999982], [-1.718860000004502, 48.11811000000069], [-1.718999999995903, 48.11815000000159], [-1.719119999998356, 48.11821000000229], [-1.719219999994579, 48.11828999999607], [-1.719290000001103, 48.118399999998275], [-1.719319999993563, 48.11849999999891], [-1.719330000006098, 48.11857999999713], [-1.71933000000502, 48.118629999995775], [-1.719320000003407, 48.118679999996196], [-1.719309999995085, 48.11874000000118], [-1.719309999997554, 48.11881999999822]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2198;2198;Porte de Brest;Dans le sens de numérisation;18;Porte;75877;249.571046094252;20_40
48.05179261041721, -1.7191480840969913;"{""coordinates"": [[[-1.725450000005954, 48.05329999999841], [-1.725289999993876, 48.05327000000465], [-1.724030000000353, 48.0529799999959], [-1.723160000002449, 48.05277000000216], [-1.721010000005563, 48.052249999998125], [-1.720589999998063, 48.05215000000328], [-1.718899999994148, 48.05174000000134], [-1.718340000000288, 48.05161000000405], [-1.716449999996381, 48.05113000000301], [-1.716230000003371, 48.051080000000304], [-1.715139999999508, 48.05081000000379], [-1.714229999993266, 48.05058999999574], [-1.713239999993485, 48.05034999999985], [-1.712852995151877, 48.05025601310746]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2213;2213;Route départementale 34;Dans les 2 sens;46;Route départemental;7864_D;998.320248488249;30_50
48.044637507390135, -1.6084888101550943;"{""coordinates"": [[[-1.60876999999714, 48.04466999999855], [-1.608659999997582, 48.04465999999877], [-1.608389999998624, 48.04463000000066], [-1.608209999994999, 48.0445900000037]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2218;2218;Seiche;Dans les 2 sens;2;Lieu-dit;791_G;42.8214246578655;30_50
48.06104048081186, -1.7210491526283977;"{""coordinates"": [[[-1.720341192658763, 48.061723971295876], [-1.720429999996987, 48.06164000000102], [-1.72075, 48.06133000000071], [-1.721189999995273, 48.060899999995954], [-1.721759999997707, 48.06036000000395]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2219;2219;Route départementale 177;Dans le sens de numérisation;22;Route départemental;7936;184.896718879333;30_60
48.05812083270354, -1.724663643460132;"{""coordinates"": [[[-1.721759999997707, 48.06036000000395], [-1.721949999993489, 48.06016999999835], [-1.722710000001868, 48.05945000000303], [-1.723059999998003, 48.05911999999857], [-1.723249999995111, 48.058939999998174], [-1.723309999995405, 48.058880000003306], [-1.723780000004873, 48.058450000003], [-1.724209999993831, 48.05809000000148], [-1.724700000002252, 48.05777000000125], [-1.725100000006718, 48.057550000004035], [-1.725550000002555, 48.05732999999816], [-1.726029999995218, 48.057140000000395], [-1.726330000006894, 48.05704000000393], [-1.726749999995184, 48.05691999999917], [-1.72716999999697, 48.05683000000273], [-1.727569999995884, 48.05674999999631], [-1.727999999998034, 48.05667000000084]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2220;2220;Route départementale 177;Dans le sens de numérisation;33;Route départemental;7937;640.519655522045;30_60
48.04140795110901, -1.68668271820447;"{""coordinates"": [[[-1.685080000001465, 48.04317999999686], [-1.685120000001934, 48.043159999999446], [-1.685160000004205, 48.04311999999764], [-1.68519000000414, 48.043040000004154], [-1.6852299999969, 48.042939999999156], [-1.685370000006345, 48.04259999999713], [-1.68553999999474, 48.04226999999607], [-1.685750000000974, 48.04197000000149], [-1.685990000000511, 48.04169000000318], [-1.68626000000238, 48.041429999996744], [-1.686539999999724, 48.04118999999793], [-1.686799999996229, 48.04096999999769], [-1.686950000005874, 48.04085000000043], [-1.68706999999581, 48.040769999999476], [-1.687219999995201, 48.04069999999793], [-1.687380000006554, 48.04063000000171], [-1.687550000005838, 48.04058999999586], [-1.687900000004135, 48.04054000000054], [-1.688070000002519, 48.04053999999804], [-1.688450000000185, 48.040549999995555], [-1.688860000005769, 48.04050999999776]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2232;2232;Route départementale 34;Dans le sens de numérisation;23;Route départemental;8964;450.830933876427;20_40
48.04159122818164, -1.6856014028024486;"{""coordinates"": [[[-1.685121589547751, 48.04305263199509], [-1.685239999999527, 48.042689999996846], [-1.685810000006284, 48.04094999999805], [-1.686009999998858, 48.04035999999878], [-1.686039999994565, 48.040280000001786], [-1.686087852849271, 48.04013209121171]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2234;2234;Route nationale 137;Dans le sens de numérisation;12;Route nationale;8966;332.640359712053;20_40
48.037800066757285, -1.6867102307594504;"{""coordinates"": [[[-1.687240000006449, 48.036220000001265], [-1.68698, 48.03698], [-1.686880000005364, 48.037300000004215], [-1.686839999997277, 48.03742999999857], [-1.686599999995009, 48.038140000001945], [-1.686309999998401, 48.03898000000321], [-1.686180000003685, 48.039379999996555]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2236;2236;Route nationale 137;Dans le sens de numérisation;12;Route nationale;8969;360.155286308232;20_40
48.03790834545358, -1.6858507966566088;"{""coordinates"": [[[-1.687240000006449, 48.036220000001265], [-1.687130000001434, 48.03633000000061], [-1.687090000005138, 48.03642], [-1.687070000000768, 48.036470000003206], [-1.687060000003135, 48.03651999999864], [-1.687049999998516, 48.03658999999953], [-1.687030000001422, 48.036659999996246], [-1.686989999996451, 48.03675000000134], [-1.686940000003423, 48.03682999999936], [-1.686890000004178, 48.036900000002646], [-1.686800000001926, 48.037049999995524], [-1.686699999996298, 48.03720000000283], [-1.686589999996437, 48.03733999999593], [-1.686339999999057, 48.03759000000364], [-1.68591000000121, 48.03792000000367], [-1.685480000003772, 48.03821000000043], [-1.685240000003684, 48.03839999999655], [-1.684919999999012, 48.03872999999795], [-1.684710000005169, 48.03899000000328], [-1.684600000004652, 48.03918999999839], [-1.684450000002578, 48.039439999996375], [-1.68437370214141, 48.03955151224755]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2251;2251;Inconnu;Dans le sens de numérisation;25;Inconnu;8982;434.160110923199;20_40
48.0516027914541, -1.706487476434382;"{""coordinates"": [[[-1.705900547004892, 48.05258342612792], [-1.706030000003199, 48.05238000000013], [-1.706650000001002, 48.05139999999966], [-1.706779999998904, 48.05116999999858], [-1.706840000002158, 48.05102000000255], [-1.706880000006356, 48.050880000001435], [-1.706899999993911, 48.05074999999819], [-1.706889999998302, 48.05056]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2255;2255;Route départementale 837;Dans le sens de numérisation;12;Route départemental;9040;239.095032895321;30_50
48.04996854470625, -1.7074771560070516;"{""coordinates"": [[[-1.707330000006351, 48.049990000000335], [-1.707379999996576, 48.04999000000398], [-1.707450000005824, 48.049979999995685], [-1.707530000002083, 48.049960000001946], [-1.707590000003191, 48.049939999999054], [-1.707619474427403, 48.0499252627889]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2257;2257;Rond-point du Château des Marais;Dans le sens de numérisation;2;Rond-point;9042;23.1655070046971;20_40
48.04991593535731, -1.7070715112859645;"{""coordinates"": [[[-1.706849999993183, 48.04976999999636], [-1.706880000001334, 48.04981000000405], [-1.706929999998264, 48.049860000002326], [-1.70699000000323, 48.04990000000033], [-1.707070000005877, 48.04993999999719], [-1.70713999999571, 48.04995999999589], [-1.707240000004596, 48.049979999996175], [-1.707330000006351, 48.049990000000335]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2258;2258;Rond-point du Château des Marais;Dans le sens de numérisation;3;Rond-point;9043;45.6740272415761;20_40
48.04931527782545, -1.7072211573295604;"{""coordinates"": [[[-1.707470000006446, 48.049299999998006], [-1.707390000003328, 48.04929000000402], [-1.70733000000249, 48.04929000000363], [-1.707250000006269, 48.04930000000377], [-1.707180000001997, 48.049309999999636], [-1.707069999998225, 48.049339999997734], [-1.706979999993484, 48.0493800000017]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2259;2259;Rond-point du Château des Marais;Dans le sens de numérisation;3;Rond-point;9044;38.8468893473226;20_40
48.04613263566011, -1.702446123146568;"{""coordinates"": [[[-1.700370000004204, 48.045049999995555], [-1.702319999998122, 48.04607], [-1.703859999998333, 48.04687000000328], [-1.704200000000689, 48.04704000000155], [-1.704529999996302, 48.0472000000001]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2275;2275;Route départementale 34;Dans les 2 sens;18;Route départemental;9058_G;391.62400440458;30_50
48.04267069582246, -1.6958952835313195;"{""coordinates"": [[[-1.695950000004902, 48.04279999999598], [-1.69595000000355, 48.042749999999266], [-1.695929999995495, 48.042690000004065], [-1.695890000001823, 48.04264000000034], [-1.695839999994321, 48.042600000000455], [-1.695789329495864, 48.04257466474693]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2279;2279;Rond-point du PÃƒÂ´le Sud;Dans le sens de numérisation;3;Rond-point;9063;29.2210699449756;30_50
48.04927797164875, -1.7093723853072136;"{""coordinates"": [[[-1.712852995151877, 48.05025601310746], [-1.712539999996337, 48.05017999999944], [-1.711569999997246, 48.04994000000154], [-1.711139999997984, 48.04984000000194], [-1.71053000000379, 48.049689999997646], [-1.710109999997483, 48.049580000001214], [-1.709629999996776, 48.049450000001954], [-1.709090000005006, 48.0493000000001], [-1.708619999994531, 48.04914999999707], [-1.708190000000245, 48.048979999999695], [-1.708070000002401, 48.048929999998805], [-1.707589999995136, 48.04875000000379], [-1.707099999999689, 48.048530000001406], [-1.706919999999851, 48.048439999998735], [-1.706519999994669, 48.0482400000028], [-1.706008034501336, 48.047974982565215]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2283;2283;Route départementale 34;Dans les 2 sens;32;Route départemental;9070_D;573.749649149538;30_50
48.08154868272537, -1.653594255072581;"{""coordinates"": [[[-1.652824788906466, 48.08156388295246], [-1.653049999997378, 48.08155999999627], [-1.654363708670618, 48.081532819816324]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2285;2285;Route nationale 136;Dans le sens de numérisation;6;Route nationale;9073;114.713525999008;30_50
48.081399370244846, -1.6544556007954563;"{""coordinates"": [[[-1.656107464089981, 48.08135863535806], [-1.655260000001698, 48.08137999999984], [-1.654399999995174, 48.08139999999889], [-1.653539999997212, 48.08142000000295], [-1.652959999997835, 48.08143999999723], [-1.652803841291367, 48.08144347019326]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2286;2286;Route nationale 136;Dans le sens de numérisation;25;Route nationale;9074;246.331355666164;30_50
48.05425288075715, -1.704750566552992;"{""coordinates"": [[[-1.703680000002852, 48.05594999999705], [-1.703709999994264, 48.055740000003816], [-1.70375000000602, 48.0556499999966], [-1.703830000000874, 48.05554000000313], [-1.703990000004761, 48.05531999999811], [-1.704810000003467, 48.05416999999806], [-1.704899999999448, 48.05403999999723], [-1.705609999996435, 48.05304000000363], [-1.705900547004892, 48.05258342612792]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2294;2294;Route départementale 837;Dans le sens de numérisation;22;Route départemental;9115;410.728548114597;30_50
48.079623126891455, -1.684799047677254;"{""coordinates"": [[[-1.688580000004724, 48.07923999999758], [-1.688309999995166, 48.079270000000456], [-1.687630000003541, 48.07934], [-1.686360000000393, 48.07947], [-1.6847900000035, 48.07962999999555], [-1.683220000002595, 48.07978000000014], [-1.682790000005697, 48.07982000000132], [-1.681980000001143, 48.07990000000209], [-1.681050000004229, 48.07999000000234], [-1.68101678335598, 48.07999321451505]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2297;2297;Rocade Sud;Dans le sens de numérisation;28;Rocade;9128;569.737276998794;30_50
48.05585279190798, -1.7034500981217668;"{""coordinates"": [[[-1.703680000002852, 48.05594999999705], [-1.703620000001738, 48.055900000001245], [-1.703540000002907, 48.055860000003115], [-1.703479999999773, 48.055840000001034], [-1.703380000000879, 48.05581999999746], [-1.703270000005155, 48.05582000000075], [-1.703200000004623, 48.05582999999745]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2313;2313;Rond-point;Dans le sens de numérisation;3;Rond-point;9200;40.8842340735426;30_50
48.08138822671106, -1.660210090977702;"{""coordinates"": [[[-1.658030000001091, 48.081439999995695], [-1.660540000004421, 48.08137999999599], [-1.661039999998757, 48.08137000000382], [-1.662209999999543, 48.081340000000274], [-1.66239013680346, 48.08133475330076]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2326;2326;Route nationale 136;Dans le sens de numérisation;22;Route nationale;9378;325.076666737513;30_50
48.04507281510967, -1.6535142984259472;"{""coordinates"": [[[-1.652390000005241, 48.045009999996196], [-1.653280000003291, 48.04507999999596], [-1.65387000000495, 48.045099999997575], [-1.654399999993698, 48.045090000001764], [-1.654639999995985, 48.045080000000446]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2335;2335;Route départementale 34;Dans les 2 sens;8;Route départemental;9588_G;168.321970045405;30_50
48.044065200948175, -1.6650690909886894;"{""coordinates"": [[[-1.665260000003524, 48.04403999999937], [-1.665200000001364, 48.044029999999026], [-1.665119999996433, 48.04403000000176], [-1.665059999999371, 48.044040000004316], [-1.665009999996734, 48.04406000000022], [-1.664969999997881, 48.04409000000132], [-1.664939999995393, 48.04413], [-1.664930000003657, 48.04417999999535]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2338;2338;Rond-point;Dans le sens de numérisation;2;Rond-point;9739;34.5879763634959;30_50
48.04428237307459, -1.6652677877519055;"{""coordinates"": [[[-1.665080000005908, 48.04432000000147], [-1.665140000006192, 48.0443299999956], [-1.665200000006212, 48.04432999999812], [-1.665249999998368, 48.04431999999844], [-1.665299999993682, 48.044299999996], [-1.665329999996691, 48.04428000000236], [-1.665359999999152, 48.04425000000121], [-1.665380000000779, 48.04422000000233], [-1.665390000004786, 48.04419000000249], [-1.665390000004458, 48.044149999997146]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2341;2341;Rond-point;Dans le sens de numérisation;2;Rond-point;9742;36.0048502799876;30_50
48.087314938609616, -1.6609936182123917;"{""coordinates"": [[[-1.66100999999966, 48.08699000000414], [-1.661000000006238, 48.0871799999975], [-1.660989999995019, 48.087360000000785], [-1.660979999999713, 48.08764000000117]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.2361;2361;Avenue des Pays-Bas;Dans les 2 sens;5;Route départemental;492363_G;72.3107176656405;20_40
48.13510066776482, -1.6269859814197376;"{""coordinates"": [[[-1.626108317389946, 48.135553738515014], [-1.626229999994931, 48.135489999996814], [-1.626790000000896, 48.13519999999756], [-1.627669999996735, 48.13475000000186], [-1.627729999998861, 48.13472000000137], [-1.627864614205468, 48.13464948780102]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.24;24;Route de Fougères;;22;;490828_G;164.919378861091;20_40
48.141268867443934, -1.6576449151641264;"{""coordinates"": [[[-1.657618078651495, 48.141429606720614], [-1.657629999996861, 48.14136999999676], [-1.657660000003959, 48.141169999998645], [-1.657669577901481, 48.141107743648355]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.32;32;Avenue Général George S. Patton;;4;;491735_G;35.9964531339518;20_40
48.09776252269632, -1.6427943811926096;"{""coordinates"": [[[-1.64312999999847, 48.09795999999665], [-1.64286000000014, 48.097799999998706], [-1.642789999998162, 48.09775999999733], [-1.642549999994356, 48.09761999999763], [-1.642459022358716, 48.09756462230201]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.37;37;Rue de Châteaugiron;;6;;492359_D;66.564132630342;20_40
48.14252410976613, -1.7678562870842847;"{""coordinates"": [[[-1.768680000004941, 48.141940000001874], [-1.768499999997532, 48.14206000000205], [-1.768400000002681, 48.14213000000013], [-1.768250000006811, 48.142240000003234], [-1.767680000004923, 48.1426499999967], [-1.767380000002177, 48.14285999999986], [-1.767220000005876, 48.1429699999956], [-1.767060000000656, 48.14313999999638]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.56;56;Route départementale 29;;9;;20766;180.223641695742;30_50
48.136151231023085, -1.6247273620485367;"{""coordinates"": [[[-1.624805911204691, 48.13620738900158], [-1.624799999997091, 48.13620000000446], [-1.624750000000408, 48.13616000000266], [-1.624700000005787, 48.13612999999966], [-1.624640000003467, 48.13611000000027]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.60;60;Rond-point de Vaux;;3;;37725;16.7177153215292;20_40
48.13690114182486, -1.6252783412672522;"{""coordinates"": [[[-1.625730000526422, 48.137290000450236], [-1.62573000000166, 48.1372900000028], [-1.625600000004805, 48.137180000001244], [-1.625399999994551, 48.137010000003414], [-1.625149999996625, 48.13680999999966], [-1.624980000002334, 48.13664000000232], [-1.624860000006193, 48.13647999999531]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.75;75;Route départementale 386;;13;;490827;111.305354223966;30_50
48.13648257752167, -1.6240375197166557;"{""coordinates"": [[[-1.624010000001511, 48.136379999998056], [-1.624009999997085, 48.13643000000341], [-1.624019999999175, 48.13647999999708], [-1.62405000000364, 48.136519999997944], [-1.624100000003237, 48.136569999998464]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.83;83;Rond-point de Vaux;;3;;491141;22.8358099255126;20_40
48.09141478373257, -1.7042567098022434;"{""coordinates"": [[[-1.704400000005994, 48.09125000000016], [-1.704113419598492, 48.091579567464976]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.92;92;Boulevard Jean Mermoz;;6;;492437;42.4102607487556;20_40
48.08988894107302, -1.705491797620121;"{""coordinates"": [[[-1.705390000003458, 48.08993000000171], [-1.705499999996559, 48.08989000000226], [-1.705590000004384, 48.08984000000164]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.105;105;Porte de Saint-Nazaire;;2;;492485;18.0335521658806;20_40
48.109077870947495, -1.6908177936280755;"{""coordinates"": [[[-1.690735587262256, 48.10909574189544], [-1.690899999993895, 48.109059999999566]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.128;128;Mail François Mitterrand;;2;;64043;12.8723394593618;20_40
48.04477692150771, -1.647815585728639;"{""coordinates"": [[[-1.646813477929823, 48.04485785463238], [-1.647300000005503, 48.04480999999938], [-1.647889999994822, 48.04475000000343], [-1.648440000003182, 48.04473999999726], [-1.648819999996672, 48.04474999999959]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.144;144;Route départementale 34;Dans les 2 sens;11;Route départemental;10315_G;150.535865794582;30_50
48.06091154122916, -1.7709204846075233;"{""coordinates"": [[[-1.76637424895079, 48.06122147437699], [-1.766680000002222, 48.061190000002846], [-1.767000000003871, 48.061159999996626], [-1.768240000004287, 48.06104999999705], [-1.768560000006921, 48.061030000003335], [-1.769210000002223, 48.06098999999567], [-1.770469999995153, 48.060920000004344], [-1.772090000001081, 48.06084000000412], [-1.772800000002291, 48.06079999999909], [-1.773969999997286, 48.06073], [-1.774580000005437, 48.06069999999957], [-1.774769999998516, 48.060719999998526], [-1.774939999993465, 48.060719999996415], [-1.775149999997018, 48.060720000000565], [-1.77546999999379, 48.060750000000624]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.163;163;Route départementale 34;Dans les 2 sens;36;Route départemental;15029_G;681.296699285002;30_50
