Geo Point;Geo Shape;gml_id;id_rva_fcd_avt_20230328;denomination;sens_circul;freeflowtime;type;id_troncon;length;thresholds
48.16020954982878, -1.6939586102057527;"{""coordinates"": [[[-1.689999999999373, 48.161419999999666], [-1.690430000003053, 48.16134999999763], [-1.690870000001171, 48.16127000000011], [-1.6915799999949, 48.16113], [-1.692009999993654, 48.16104999999847], [-1.692129999993666, 48.16102000000179], [-1.69237999999426, 48.16096999999845], [-1.692640000000987, 48.16090999999931], [-1.692960000004827, 48.160830000001546], [-1.693300000003964, 48.160729999999056], [-1.693589999995527, 48.16064000000301], [-1.693869999996143, 48.16053999999903], [-1.69421999999901, 48.16040000000193], [-1.694530000002043, 48.16027000000258], [-1.694830000003955, 48.16011999999725], [-1.695129999997821, 48.15996000000431], [-1.695399999997331, 48.15979999999654], [-1.695679999997036, 48.15961999999809], [-1.695899999998852, 48.15946999999711], [-1.696099999994565, 48.159329999998356], [-1.696270000000847, 48.159199999996076], [-1.696450000002762, 48.15906000000019], [-1.69753000000225, 48.15814999999909]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.440;440;Route départementale 29;Dans les 2 sens;28;Route départemental;31444_G;688.477552631642;30_50
48.14181566705452, -1.6970061552845106;"{""coordinates"": [[[-1.696114145137558, 48.140572519005225], [-1.696130000006104, 48.14059000000423], [-1.69641999999875, 48.14089999999771], [-1.696480000003134, 48.14098], [-1.696589999997892, 48.14113000000262], [-1.69667000000308, 48.14124000000017], [-1.696790000001573, 48.14141000000183], [-1.696869999995168, 48.14153000000258], [-1.697060000006389, 48.14180999999834], [-1.697199999997001, 48.14204999999705], [-1.697400000004818, 48.14239999999765], [-1.697550000005501, 48.14273000000282], [-1.697640000001764, 48.142940000004124], [-1.697719999996848, 48.14311999999889], [-1.697740000001609, 48.14316000000268]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.448;448;Route de Saint-Malo;Dans le sens de numérisation;16;Route;31511;313.323841727322;20_40
48.154405881267664, -1.7018158725430643;"{""coordinates"": [[[-1.700170000005907, 48.151799999997564], [-1.70021000000176, 48.151879999997966], [-1.70045999999731, 48.15238000000436], [-1.700889999998309, 48.15311000000115], [-1.701530000003609, 48.15409000000134], [-1.701720000006496, 48.154359999998114], [-1.701870000003826, 48.1545699999975], [-1.701919999999042, 48.15463000000076], [-1.702249999998983, 48.15507999999929], [-1.702630000004766, 48.15558999999702], [-1.703259999997717, 48.15642000000078], [-1.703620000003835, 48.156909999996635]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.450;450;Route départementale 137;Dans le sens de numérisation;25;Route départemental;31513;624.202476141962;30_60
48.154282157786106, -1.700780416036931;"{""coordinates"": [[[-1.700663077685186, 48.153815388448265], [-1.700670000001167, 48.153850000001], [-1.700710000003422, 48.154039999995504], [-1.700770000004159, 48.154250000003934], [-1.700869999993788, 48.154570000001534], [-1.700880000005964, 48.154650000003805], [-1.700870000005429, 48.154749999999304]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.454;454;Boulevard Robert Schuman;Dans le sens de numérisation;18;Boulevard;31518;105.413855083222;20_40
48.13536852817981, -1.6915715658812396;"{""coordinates"": [[[-1.691199999994364, 48.13432000000344], [-1.691189999993501, 48.13444999999619], [-1.691190000001504, 48.13455000000158], [-1.691219999999393, 48.13468999999939], [-1.691270000006814, 48.1348400000011], [-1.691370000000613, 48.13509999999651], [-1.691459999995173, 48.1353299999965], [-1.691590000000447, 48.13555000000019], [-1.691770000000716, 48.13580000000215], [-1.692059999997121, 48.136130000001465], [-1.692210000002788, 48.13629999999702]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.483;483;Route de Saint-Malo;Dans le sens de numérisation;17;Route;31564;236.388575315127;20_40
48.136735671950866, -1.6927611149849122;"{""coordinates"": [[[-1.69256999999778, 48.13678000000266], [-1.692679999993788, 48.1367699999996], [-1.692779999998246, 48.136750000001754], [-1.6928800000016, 48.136689999996165], [-1.692929999995666, 48.13664000000188]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.495;495;Rond-point l'Auge de Pierre;Dans le sens de numérisation;2;Rond-point;31579;32.7155976783376;20_40
48.10832322663848, -1.5953160446525998;"{""coordinates"": [[[-1.588752586683663, 48.110838211273204], [-1.589429999998608, 48.11060000000303], [-1.590599999999406, 48.11018000000088], [-1.590799999995075, 48.110109999998166], [-1.591449999995387, 48.10986999999928], [-1.592829999995198, 48.10935999999787], [-1.594040000001125, 48.10888000000183], [-1.594450000004133, 48.1087199999991], [-1.596119999994551, 48.10805999999683], [-1.597730000004173, 48.1073899999986], [-1.59902999999418, 48.106839999995834], [-1.599739999998348, 48.10652999999884], [-1.59990999999597, 48.106449999997494], [-1.600539999997905, 48.10618000000138], [-1.601420000003659, 48.105779999996834], [-1.601800000003213, 48.105610000000695]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.540;540;Route nationale 136;Dans le sens de numérisation;48;Route nationale;35086;1132.93643987853;30_50
48.113704918073175, -1.6207058196353659;"{""coordinates"": [[[-1.620869999995267, 48.11350000000414], [-1.620720000001856, 48.113699999997806], [-1.620529999994903, 48.1138999999964]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.597;597;Boulevard des Alliés;Dans les 2 sens;6;Boulevard;37246_G;51.2430611535814;20_40
48.128123330172734, -1.6211620347072084;"{""coordinates"": [[[-1.621169999999889, 48.128939999997264], [-1.62116, 48.128539999998644], [-1.621160000001447, 48.12833000000088], [-1.621159999997105, 48.12814999999811], [-1.621139999994639, 48.12770999999909], [-1.621179999993365, 48.12749999999629], [-1.621199999994739, 48.127309999996086]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.603;603;Boulevard des Alliés;Dans les 2 sens;13;Boulevard;37566_G;181.514647449851;20_40
48.12652041885721, -1.6209065098184534;"{""coordinates"": [[[-1.620959999999605, 48.12631999999797], [-1.620900000006041, 48.1265500000021], [-1.62085000000465, 48.126720000002706]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.605;605;Boulevard des Alliés;Dans les 2 sens;3;Boulevard;37586_G;45.2272028763749;20_40
48.1325749867688, -1.6334807744798057;"{""coordinates"": [[[-1.63363000000244, 48.132539999998336], [-1.633460000003978, 48.132580000000175], [-1.63333147576206, 48.132609659438316]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.610;610;Route de Fougères;Dans les 2 sens;2;Route;37665_D;23.5317512555341;20_40
48.1404415956019, -1.6263261425583746;"{""coordinates"": [[[-1.627050000003119, 48.139489999998204], [-1.627020000003443, 48.139560000000735], [-1.627029999996469, 48.139699999997276], [-1.627029999997515, 48.13983000000222], [-1.627009999995068, 48.13996999999781], [-1.626940000006165, 48.14012000000246], [-1.626819999996136, 48.14025999999968], [-1.626639999994646, 48.14041000000336], [-1.626379999995095, 48.14054999999794], [-1.626050000004392, 48.14068999999819], [-1.62577999999972, 48.14079000000349], [-1.625680000006151, 48.14086999999955], [-1.625540000000651, 48.14091999999684], [-1.625195566770906, 48.14106761424063]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.614;614;Route nationale 136;Dans le sens de numérisation;14;Route nationale;37674;241.311386002363;30_50
48.13608543442579, -1.6240093177382027;"{""coordinates"": [[[-1.62397999999404, 48.13593999999843], [-1.623989999995846, 48.136040000003625], [-1.623999999999579, 48.13610000000281], [-1.624029999998468, 48.13616000000094], [-1.624069999998842, 48.13622000000305]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.615;615;Route départementale 386;Dans les 2 sens;2;Route départemental;37686_D;32.1981678221269;20_40
48.14058317604978, -1.6267350482855165;"{""coordinates"": [[[-1.62675999999452, 48.14049000000014], [-1.626729999998549, 48.14058000000176], [-1.62672103274968, 48.14067863971114]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.640;640;Porte des Longchamps;Dans le sens de numérisation;5;Porte;37745;21.2417443506543;20_40
48.1516222144519, -1.5986653633917025;"{""coordinates"": [[[-1.598809999994883, 48.15786999999776], [-1.599280000001238, 48.157650000002505], [-1.599539999997265, 48.157509999996094], [-1.600039999995565, 48.157210000002216], [-1.600249999998842, 48.15703999999954], [-1.600469999995785, 48.15685999999602], [-1.600839999997316, 48.156480000002055], [-1.601009999997802, 48.15627999999915], [-1.601150000001057, 48.15605999999773], [-1.60123000000359, 48.15593000000392], [-1.601269999994722, 48.15584000000201], [-1.601340000002644, 48.15566999999965], [-1.601449999998854, 48.15538999999784], [-1.601510000005951, 48.15516000000264], [-1.6015400000002, 48.15493999999932], [-1.601550000001679, 48.154710000000975], [-1.601540000003427, 48.15456000000326], [-1.601529999997274, 48.15436999999988], [-1.601520000002566, 48.15427999999902], [-1.601479999998769, 48.154080000001336], [-1.601420000005091, 48.153869999998555], [-1.601350000001426, 48.153699999996576], [-1.601239999995342, 48.15344999999836], [-1.60112000000456, 48.15323999999783], [-1.600750000003997, 48.15258999999582], [-1.60033000000365, 48.15187000000065], [-1.599979999993185, 48.1512599999967], [-1.599860000000552, 48.151030000001136], [-1.599769999996704, 48.15088000000238], [-1.599490000002408, 48.1504], [-1.599279999998779, 48.150040000004395], [-1.599120000004272, 48.14978999999661], [-1.598969999999587, 48.149600000001534], [-1.598869999993507, 48.14947000000222], [-1.598600000002874, 48.14922000000099], [-1.598439999999398, 48.1490699999965], [-1.598190000000135, 48.14888999999814], [-1.598010000004061, 48.14874999999975], [-1.597779999996662, 48.14860999999965], [-1.59749, 48.14846000000042], [-1.597280000002176, 48.148359999997396], [-1.596930000004215, 48.148210000003935], [-1.596739999997253, 48.14812999999941], [-1.596210000002333, 48.14798000000362], [-1.596009999997878, 48.147930000001445], [-1.595589999996773, 48.14784000000341], [-1.595210000001781, 48.14777000000323], [-1.594879999993856, 48.14769000000282], [-1.59456, 48.147609999999105], [-1.59425000000564, 48.147510000002235], [-1.593949999994835, 48.14738999999619], [-1.593369999997023, 48.147129999995975], [-1.592919999994707, 48.146880000002874], [-1.59282425748983, 48.146818271270575]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.648;648;Route nationale 136;Dans le sens de numérisation;66;Route nationale;37793;1592.99016410197;30_50
48.154650541001146, -1.6246059460398878;"{""coordinates"": [[[-1.624705228174942, 48.154621060403805], [-1.624619999998113, 48.15463999999642], [-1.624509999994286, 48.154690000000485]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.655;655;Rond-point;Dans le sens de numérisation;3;Rond-point;37826;16.5757200816141;20_40
48.11693446973513, -1.568338676999132;"{""coordinates"": [[[-1.56673000000526, 48.11602999999748], [-1.567199999996287, 48.11624000000012], [-1.567689999999409, 48.11650000000325], [-1.568169999997751, 48.11679000000319], [-1.56864000000349, 48.11709999999875], [-1.569370000002864, 48.11759000000163], [-1.569889844345708, 48.11793955050928]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.672;672;Porte de la Rigourdière;Dans le sens de numérisation;17;Porte;37993;317.688131452217;30_50
48.14650924636145, -1.5922302488949363;"{""coordinates"": [[[-1.592753966996199, 48.1468431531091], [-1.592400000004653, 48.14662000000413], [-1.592099999996915, 48.14642999999716], [-1.591940000005443, 48.14632000000314], [-1.59171000000022, 48.14616999999942]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.680;680;Route nationale 136;Dans le sens de numérisation;5;Route nationale;38317;107.890266389948;30_50
48.14019560608218, -1.5807992587283939;"{""coordinates"": [[[-1.58073999999415, 48.14003000000463], [-1.580749999995143, 48.1400999999982], [-1.580769999995716, 48.140160000004414], [-1.580789999998868, 48.140209999997204], [-1.580840000003412, 48.140279999997425], [-1.580900000006613, 48.140340000001345], [-1.580900000109287, 48.140340000096366]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.686;686;Porte de Tizé;Dans le sens de numérisation;4;Porte;39062;37.0654150653677;20_40
48.093501789015484, -1.7089715228028037;"{""coordinates"": [[[-1.707390000000589, 48.09225000000339], [-1.707780000003572, 48.0925599999978], [-1.707999999999543, 48.092729999996706], [-1.708579999994086, 48.09317999999866], [-1.708920000000558, 48.093450000000594], [-1.709030000002372, 48.09352999999893], [-1.709450000004447, 48.09386000000296], [-1.710049999999605, 48.09436999999771], [-1.710520924418719, 48.09479220809694]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.719;719;Rocade Ouest;Dans le sens de numérisation;15;Rocade;41758;366.605667518089;30_50
48.087473390369205, -1.7012451585529742;"{""coordinates"": [[[-1.699975158905202, 48.086227961475906], [-1.700020000001411, 48.08626999999716], [-1.700449999996936, 48.08677000000266], [-1.700699999995665, 48.087030000004575], [-1.700939999999174, 48.087259999998615], [-1.701120000004508, 48.087410000002805], [-1.70129999999414, 48.08756999999839], [-1.701689999999749, 48.087889999998715], [-1.702380000000665, 48.08844000000184], [-1.70245999999923, 48.08850999999611], [-1.702599999994128, 48.08862999999775]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.720;720;Route nationale 136;Dans le sens de numérisation;15;Route nationale;41759;331.750197024066;30_50
48.078217393791874, -1.7127676025432597;"{""coordinates"": [[[-1.7128199999937, 48.07830000000133], [-1.71280000000606, 48.07825000000356], [-1.712769999996556, 48.07820000000235], [-1.712719999998146, 48.07817000000383], [-1.712689999995539, 48.07815999999788]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.723;723;Rond-point du Haut-Bois;Dans le sens de numérisation;1;Rond-point;41782;19.2454242661586;20_40
48.094610000000145, -1.69026999999658;"{""coordinates"": [[[-1.690209999993603, 48.09473], [-1.690329999999557, 48.094490000000334]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.740;740;Rue de Nantes;Dans les 2 sens;2;Rue;41985_D;28.1433568607344;20_40
48.08436192624954, -1.7092756575030004;"{""coordinates"": [[[-1.711259999994014, 48.082310000000504], [-1.711210000002351, 48.082390000003635], [-1.711089999997656, 48.08252999999643], [-1.71097, 48.08263999999791], [-1.7108499999969, 48.082729999996154], [-1.71044999999586, 48.083010000004194], [-1.710189999995025, 48.08321999999621], [-1.710029999996816, 48.08337999999805], [-1.709849999995286, 48.08354999999603], [-1.709550000003701, 48.08384999999757], [-1.70924000000161, 48.084170000002146], [-1.709100000005158, 48.084339999996075], [-1.708989999998729, 48.08448999999666], [-1.708530000002785, 48.08521000000205], [-1.708239999995011, 48.08568000000053], [-1.708119999995605, 48.08586000000315], [-1.708040000003529, 48.08597999999652], [-1.707959999994203, 48.086080000004024], [-1.707859999997978, 48.08619000000332], [-1.707749999999154, 48.08630999999657], [-1.707649999999207, 48.086400000000424], [-1.707529999999727, 48.08649999999772], [-1.707450000007036, 48.086560000003864]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.742;742;Route départementale 177;Dans le sens inverse de numérisation;40;Route départemental;42027;555.397842769991;20_40
48.081576432354375, -1.7120012228986807;"{""coordinates"": [[[-1.711640000006144, 48.08212999999715], [-1.711720000000554, 48.08199000000429], [-1.711919999994944, 48.08172999999569], [-1.711979999997164, 48.081640000000824], [-1.712129999999761, 48.081389999997356], [-1.712240000002926, 48.081199999997054], [-1.712319999999493, 48.081009999997434], [-1.712324033174882, 48.081000589259716]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.743;743;Route départementale 177;Dans le sens de numérisation;11;Route départemental;42028;135.814790893245;20_40
48.096614999999204, -1.6917600000021134;"{""coordinates"": [[[-1.691940000002816, 48.09656000000143], [-1.691580000001411, 48.09666999999697]]], ""type"": ""MultiLineString""}";rva_fcd_avt_20230328.754;754;Boulevard Jean Mermoz;Dans les 2 sens;2;Boulevard;42174_G;29.4727195944305;20_40
