Geo Point;Geo Shape;gml_id;id;id_evt;commune;quartier;localisation;commentaire;date_deb;date_fin;type;interlocuteur;libelle;niv_perturbation;date_maj
48.09618740743639, -1.6591175845460668;"{""coordinates"": [[[-1.659153738330047, 48.09623977601247], [-1.659081430762087, 48.096135038860304]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-199c;311;75373;35238 - Rennes;7 - La Pommeraie;du 1 au 3 Rue Oradour sur Glane;Circulation interdite;2025-06-16T02:00:00+02:00;2025-06-27T02:00:00+02:00;Circulation interdite;;sur réseaux ou ouvrages électriques;Impact limité;2025-06-02T20:19:27+02:00
48.04813643303154, -1.5879940017239467;"{""coordinates"": [[[-1.590804369216827, 48.04838456952517], [-1.585183634231066, 48.047888296537906]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-199b;300;75273;35352 - Vern-sur-Seiche;;Route départementale 34;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-16T02:00:00+02:00;2025-06-27T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;;Impact limité;2025-05-26T20:19:22+02:00
48.15639580172924, -1.7192498864174652;"{""coordinates"": [[[-1.717827953868091, 48.1567416126792], [-1.718469080597031, 48.156343625933765], [-1.719304901957566, 48.15637130332839], [-1.719826780438195, 48.15641748277755], [-1.720737702307011, 48.156208347812004]], [[-1.720737702307011, 48.156208347812004], [-1.720737959355863, 48.156211153194214]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-198a;293;75638;35189 - Montgermont;;du 7 au 33 Rue de Gilbert;Circulation interdite;2025-06-16T02:00:00+02:00;2025-08-01T02:00:00+02:00;Circulation interdite;;d'aménagement de voirie;Impact limité;2025-06-16T20:20:29+02:00
48.10340045750728, -1.4845748830873435;"{""coordinates"": [[[-1.484568119384343, 48.10310509981391], [-1.484581646790344, 48.10369581520065]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1988;343;75483;35039 - Brécé;;Route départementale 486 sur l'ouvrage d'art au dessus de la RN 157;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-17T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;"de changement de ""capot"" sur l'ouvrage d'art";Impact limité;2025-06-10T20:20:06+02:00
48.08973894552244, -1.6175582926897483;"{""coordinates"": [[[-1.618016468750967, 48.089716314784134], [-1.617100116628529, 48.08976157626074]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1983;353;75653;35055 - Chantepie;;du 7 Avenue de la Grotte;Rétrécissement temporaire de largeur de voie - PLATEFORMES;2025-06-18T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie - PLATEFORMES;;de dépose de bordures;Impact limité;2025-06-17T20:19:53+02:00
48.094406719215186, -1.6912974260205338;"{""coordinates"": [[[-1.690611462171855, 48.09442988947427], [-1.690945309726715, 48.09447258320831], [-1.691172909074296, 48.094456254660926], [-1.691683089740285, 48.09435799425825], [-1.691973408000037, 48.094268706555106]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1977;128;74755;35281 - Saint-Jacques-de-la-Lande;;Rue de la Pilate, de la Rue de Nantes jusqu'à la Rue Honoré Commeurec;Interdiction de stationnement;2025-05-20T02:00:00+02:00;2025-06-27T02:00:00+02:00;Interdiction de stationnement;;;Impact nul;2025-04-22T20:19:38+02:00
48.27247934466081, -1.8585128787679444;"{""coordinates"": [[[-1.862466358379868, 48.27357204530309], [-1.862407631936488, 48.27349171041793], [-1.861869569711125, 48.273388781695964]], [[-1.858032190884949, 48.272448976882885], [-1.858608117572053, 48.27260707063695], [-1.859353969049617, 48.27281467536747]], [[-1.859907800366534, 48.27296434152503], [-1.860159217339524, 48.273044552153], [-1.860240454669223, 48.27306751969728]], [[-1.853634443466943, 48.270807278850924], [-1.853783833828947, 48.27087199934192]], [[-1.861846504765366, 48.273447397048365], [-1.862466358379868, 48.27357204530309]], [[-1.860240454669223, 48.27306751969728], [-1.860507251088477, 48.273139376916134], [-1.861080405995569, 48.27328075043767], [-1.86139912715804, 48.273358954504026]], [[-1.859938075605662, 48.27290330995196], [-1.859387331053854, 48.272758125007485]], [[-1.858631721718501, 48.27255059032513], [-1.85792420727398, 48.27235263401733], [-1.857859972804952, 48.272395893582406]], [[-1.857025862423811, 48.27212620749671], [-1.857062073002254, 48.272143396907246]], [[-1.857062073002254, 48.272143396907246], [-1.857230957776877, 48.2722299776986]], [[-1.86139912715804, 48.273358954504026], [-1.861846504765366, 48.273447397048365]], [[-1.854617104519366, 48.27110800655723], [-1.854875425615161, 48.27120199832875]], [[-1.858032190884949, 48.272448976882885], [-1.857966944758821, 48.272804197486764], [-1.857909306393797, 48.27301100811265], [-1.857985563061518, 48.27318559183477]], [[-1.857230957776877, 48.2722299776986], [-1.857492752458907, 48.272282702915696], [-1.857859972804952, 48.272395893582406]], [[-1.854350242513142, 48.2710240640044], [-1.854617104519366, 48.27110800655723]], [[-1.855789593213696, 48.27155958695775], [-1.855915754836736, 48.27161029295925]], [[-1.855915754836736, 48.27161029295925], [-1.85660763586032, 48.27191291626347], [-1.85689353056716, 48.27206075954155]], [[-1.861869569711125, 48.273388781695964], [-1.861738951089125, 48.273345303326835], [-1.86109852021997, 48.27320203753674]], [[-1.857859972804952, 48.272395893582406], [-1.858032190884949, 48.272448976882885]], [[-1.853783833828947, 48.27087199934192], [-1.854238595944271, 48.27098894504545], [-1.854350242513142, 48.2710240640044]], [[-1.860277047055804, 48.27299266644074], [-1.859938075605662, 48.27290330995196]], [[-1.86109852021997, 48.27320203753674], [-1.860579782628505, 48.27307427744854], [-1.860277047055804, 48.27299266644074]], [[-1.859387331053854, 48.272758125007485], [-1.859031366156275, 48.27266428521801], [-1.858631721718501, 48.27255059032513]], [[-1.854875425615161, 48.27120199832875], [-1.855133747654436, 48.27129598952016], [-1.855700196404362, 48.2715236570704], [-1.855789593213696, 48.27155958695775]], [[-1.859353969049617, 48.27281467536747], [-1.859907800366534, 48.27296434152503]], [[-1.853145355717457, 48.270468424410474], [-1.853244436850049, 48.270577925655616], [-1.853410430964698, 48.270710227598606], [-1.853634443466943, 48.270807278850924]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1974;130;75161;35058 - la Chapelle-Chaussée;;Rue de Montmuran;Interdiction de stationnement;2025-05-21T02:00:00+02:00;2025-06-27T02:00:00+02:00;Interdiction de stationnement;;sur réseaux ou ouvrages d'éclairage public;Impact nul;2025-05-20T20:20:17+02:00
48.08924870207427, -1.6763085833004412;"{""coordinates"": [[[-1.676956177769059, 48.089032281954026], [-1.675660988831823, 48.08946512219452]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1972;145;75109;35238 - Rennes;12 - Bréquigny;Boulevard Albert 1er, du 99 jusqu'à la Promenade du Canut;Interdiction de stationnement;2025-05-26T02:00:00+02:00;2025-06-20T02:00:00+02:00;Interdiction de stationnement;;sur réseaux ou ouvrages électriques;Impact nul;2025-05-19T20:19:32+02:00
48.27247934466081, -1.8585128787679444;"{""coordinates"": [[[-1.862466358379868, 48.27357204530309], [-1.862407631936488, 48.27349171041793], [-1.861869569711125, 48.273388781695964]], [[-1.858032190884949, 48.272448976882885], [-1.858608117572053, 48.27260707063695], [-1.859353969049617, 48.27281467536747]], [[-1.859907800366534, 48.27296434152503], [-1.860159217339524, 48.273044552153], [-1.860240454669223, 48.27306751969728]], [[-1.853634443466943, 48.270807278850924], [-1.853783833828947, 48.27087199934192]], [[-1.861846504765366, 48.273447397048365], [-1.862466358379868, 48.27357204530309]], [[-1.860240454669223, 48.27306751969728], [-1.860507251088477, 48.273139376916134], [-1.861080405995569, 48.27328075043767], [-1.86139912715804, 48.273358954504026]], [[-1.859938075605662, 48.27290330995196], [-1.859387331053854, 48.272758125007485]], [[-1.858631721718501, 48.27255059032513], [-1.85792420727398, 48.27235263401733], [-1.857859972804952, 48.272395893582406]], [[-1.857025862423811, 48.27212620749671], [-1.857062073002254, 48.272143396907246]], [[-1.857062073002254, 48.272143396907246], [-1.857230957776877, 48.2722299776986]], [[-1.86139912715804, 48.273358954504026], [-1.861846504765366, 48.273447397048365]], [[-1.854617104519366, 48.27110800655723], [-1.854875425615161, 48.27120199832875]], [[-1.858032190884949, 48.272448976882885], [-1.857966944758821, 48.272804197486764], [-1.857909306393797, 48.27301100811265], [-1.857985563061518, 48.27318559183477]], [[-1.857230957776877, 48.2722299776986], [-1.857492752458907, 48.272282702915696], [-1.857859972804952, 48.272395893582406]], [[-1.854350242513142, 48.2710240640044], [-1.854617104519366, 48.27110800655723]], [[-1.855789593213696, 48.27155958695775], [-1.855915754836736, 48.27161029295925]], [[-1.855915754836736, 48.27161029295925], [-1.85660763586032, 48.27191291626347], [-1.85689353056716, 48.27206075954155]], [[-1.861869569711125, 48.273388781695964], [-1.861738951089125, 48.273345303326835], [-1.86109852021997, 48.27320203753674]], [[-1.857859972804952, 48.272395893582406], [-1.858032190884949, 48.272448976882885]], [[-1.853783833828947, 48.27087199934192], [-1.854238595944271, 48.27098894504545], [-1.854350242513142, 48.2710240640044]], [[-1.860277047055804, 48.27299266644074], [-1.859938075605662, 48.27290330995196]], [[-1.86109852021997, 48.27320203753674], [-1.860579782628505, 48.27307427744854], [-1.860277047055804, 48.27299266644074]], [[-1.859387331053854, 48.272758125007485], [-1.859031366156275, 48.27266428521801], [-1.858631721718501, 48.27255059032513]], [[-1.854875425615161, 48.27120199832875], [-1.855133747654436, 48.27129598952016], [-1.855700196404362, 48.2715236570704], [-1.855789593213696, 48.27155958695775]], [[-1.859353969049617, 48.27281467536747], [-1.859907800366534, 48.27296434152503]], [[-1.853145355717457, 48.270468424410474], [-1.853244436850049, 48.270577925655616], [-1.853410430964698, 48.270710227598606], [-1.853634443466943, 48.270807278850924]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-196f;138;75056;35058 - la Chapelle-Chaussée;;Rue de Montmuran;MESURE DVPNO - MJC + OR;2025-05-26T02:00:00+02:00;2025-06-27T02:00:00+02:00;MESURE DVPNO - MJC + OR;;;Impact nul;2025-05-15T20:19:54+02:00
48.11023823292176, -1.6699242109014631;"{""coordinates"": [[[-1.665654759498456, 48.1102613932886], [-1.665816790920143, 48.11027084643353], [-1.667115666684794, 48.1102562961755]], [[-1.667115666684794, 48.1102562961755], [-1.667488819183417, 48.11025552737159]], [[-1.667488819183417, 48.11025552737159], [-1.669502914525509, 48.11024866706216]], [[-1.669502914525509, 48.11024866706216], [-1.671014815854611, 48.11024162157751]], [[-1.671014815854611, 48.11024162157751], [-1.671214438468912, 48.11024068971374], [-1.671299837102021, 48.11021649562239]], [[-1.671299837102021, 48.11021649562239], [-1.6740385130445, 48.11020397982064]], [[-1.6740385130445, 48.11020397982064], [-1.674192916416585, 48.110201673170884]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-196d;141;75089;35238 - Rennes;1 - Centre, 2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;Avenue Aristide Briand, de la Rue de Châteaudun jusqu'à la Rue Hardouin de Chartres, Quai Dujardin;Rétrécissement temporaire de largeur de voie;2025-05-26T02:00:00+02:00;2025-06-27T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;de réaménagement de voirie;Impact nul;2025-05-19T20:19:32+02:00
48.10986742172348, -1.6681358510496123;"{""coordinates"": [[[-1.669497865515003, 48.109863034383395], [-1.666773836584223, 48.109871809063556]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-196c;144;75105;35238 - Rennes;2 - Thabor / Saint-Hélier / Alphonse Guérin / Baud-Chardonnet;Avenue Sergent Maginot, de la Rue Leconte de Lisle jusqu'à la Rue de la Barbotière;Rétrécissement temporaire de largeur de voie;2025-05-26T02:00:00+02:00;2025-06-27T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;de réaménagement de voirie;Impact nul;2025-05-19T20:19:32+02:00
48.10451451159577, -1.6755998004016717;"{""coordinates"": [[[-1.675383883156285, 48.104613042372144], [-1.67530910282682, 48.10462331007587], [-1.674139916731387, 48.10455100821834], [-1.674068989267073, 48.104317630454105]], [[-1.677285310374929, 48.104351810050254], [-1.676854452468025, 48.10440042449256]], [[-1.676854452468025, 48.10440042449256], [-1.67613225459746, 48.10449657106505], [-1.676005653807363, 48.10452767129353], [-1.675383883156285, 48.104613042372144]], [[-1.675383883156285, 48.104613042372144], [-1.67530910282682, 48.10462331007587], [-1.674139916731387, 48.10455100821834], [-1.674068989267073, 48.104317630454105]], [[-1.677285310374929, 48.104351810050254], [-1.676854452468025, 48.10440042449256]], [[-1.676854452468025, 48.10440042449256], [-1.67613225459746, 48.10449657106505], [-1.676005653807363, 48.10452767129353], [-1.675383883156285, 48.104613042372144]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1961;164;75361;35238 - Rennes;1 - Centre;Esplanade du Champ de Mars, Esplanade du Champ de Mars;Rétrécissement temporaire de largeur de voie;2025-06-02T02:00:00+02:00;2025-06-20T02:00:00+02:00;Rétrécissement temporaire de largeur de voie;;sur réseaux ou ouvrages électriques;Impact nul;2025-06-02T20:19:27+02:00
48.119256276306004, -1.650401210077674;"{""coordinates"": [[[-1.650202539137873, 48.119151678421666], [-1.650599881017475, 48.11936087419034]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1958;19;71527;35238 - Rennes;6 - Jeanne d'Arc / Longs Champs / Beaulieu;Boulevard Charles Péguy depuis le boulevard de Vitré  jusqu'à la bretelle;Circulation interdite;2024-09-09T02:00:00+02:00;2025-06-30T02:00:00+02:00;Circulation interdite;;de réaménagement de voirie;Impact nul;2024-09-06T20:13:42+02:00
48.1199855029933, -1.7121560459737821;"{""coordinates"": [[[-1.712146847576036, 48.12013794009887], [-1.712165244371529, 48.11983306588774]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1953;18;71075;35238 - Rennes;10 - Villejean / Beauregard;du 4 au 5 Placis de l'Orléanais au niveau des stationnements situés à l'Est;Interdiction de stationnement;2024-08-26T02:00:00+02:00;2025-08-30T02:00:00+02:00;Interdiction de stationnement;;de réfection des réseaux de chauffage des bâtiments de Aiguillon Construction;Impact nul;2024-07-18T20:15:28+02:00
48.12998567043982, -1.6738083599578408;"{""coordinates"": [[[-1.678937975503025, 48.129582376672175], [-1.679181964113667, 48.12946490103494]], [[-1.674599027962152, 48.131245463422886], [-1.675132741442885, 48.13111774458602], [-1.676101675177319, 48.130885862714784], [-1.677040490622161, 48.13065764427721], [-1.677182058067242, 48.13062089289244], [-1.67744026355479, 48.13054106229864], [-1.677575027378075, 48.130496430578894], [-1.677889506758435, 48.1303792362952], [-1.678009195012835, 48.13032950704729], [-1.678103004728606, 48.1302898030299], [-1.678281688282549, 48.130205863569586], [-1.678681874508494, 48.130013403485094], [-1.67914605438659, 48.12978815812822], [-1.679394748804324, 48.12966803805813]], [[-1.664237345613475, 48.128420885151584], [-1.664668177605006, 48.12845619419626], [-1.664717305993547, 48.128442006813366], [-1.66484000274791, 48.128467049621825], [-1.664969380465097, 48.128504016317606], [-1.665089810142824, 48.12854020505009]], [[-1.676393478005762, 48.13055557429258], [-1.676896894335853, 48.13042942994295], [-1.677138339738385, 48.130363494763785], [-1.677314377203462, 48.13030674435185], [-1.677622161377194, 48.130198958980436], [-1.677916645320774, 48.13007344262156], [-1.678252822456349, 48.12991360371157], [-1.678420792182355, 48.12983238303586], [-1.678564759068223, 48.129762249353455]], [[-1.665089810142824, 48.12854020505009], [-1.665562543641925, 48.12872056110589], [-1.665820112812752, 48.12882971843718], [-1.666213300441872, 48.12900607491328], [-1.666300905259316, 48.12904579718946]], [[-1.679394748804324, 48.12966803805813], [-1.680069915192413, 48.12934192438774], [-1.680121068065267, 48.12931724323728]], [[-1.680051674973752, 48.12904623342146], [-1.680173110273221, 48.12898778211714], [-1.680755572262338, 48.12870828826209], [-1.68111190106418, 48.12853456901344], [-1.681403009656107, 48.128393519669515], [-1.681574969801242, 48.12831343720658], [-1.681717526463591, 48.128252821477965], [-1.681846968254878, 48.12819796022255], [-1.682120146503993, 48.128095485680355], [-1.682471367916517, 48.12797286786162], [-1.682783009552065, 48.12786491059957], [-1.682830117043314, 48.1278473320053], [-1.68288616857188, 48.127842439511866], [-1.683014155956622, 48.127835923780204], [-1.683387216328859, 48.12781678178426]], [[-1.676423070654776, 48.13061617647649], [-1.67696406389712, 48.130494793602615], [-1.677343398676069, 48.130379672785566], [-1.67764186275012, 48.130276536545125], [-1.678015563793747, 48.13011682500852], [-1.679235202496071, 48.129524948879464]], [[-1.676485986676083, 48.1307209197843], [-1.677018134788227, 48.13059293373623], [-1.67775836394467, 48.130357458194794], [-1.678060645827844, 48.130240262039926], [-1.679336826346304, 48.12962276198329]], [[-1.664237345613475, 48.128420885151584], [-1.664551252066471, 48.128495987353155], [-1.665139313355376, 48.12865070480774], [-1.665774541223767, 48.128886907595366], [-1.670318951026738, 48.13097060083916], [-1.670531897854597, 48.131047684631], [-1.670693078236832, 48.13110636991], [-1.670876107974268, 48.131160440035885], [-1.671058463650561, 48.13120708183799], [-1.671251744863968, 48.13125141627301], [-1.671453176911492, 48.13129355597186], [-1.671684608775061, 48.131328885811776], [-1.672024359798715, 48.13136167908664], [-1.67237696562899, 48.131382767878264], [-1.672590472021364, 48.13138217406325]], [[-1.680095307177619, 48.129107534985565], [-1.681752116591146, 48.128303437946954], [-1.682150870852187, 48.128165598269305], [-1.682503474071785, 48.12803991813536], [-1.682867305839961, 48.12792777608911], [-1.683127476018349, 48.12786916763786], [-1.683387216328859, 48.12781678178426]], [[-1.664145490363712, 48.12855226696581], [-1.664548533998175, 48.12862271390386], [-1.665039146894649, 48.128745850380454], [-1.665406420003831, 48.128877322546046], [-1.667020245978867, 48.12959159888721], [-1.669990839120429, 48.130969603596164], [-1.670343224256991, 48.13111823524281], [-1.670621030316085, 48.13120883074259], [-1.670903812796806, 48.131292242073876], [-1.671208688393595, 48.13136253619821], [-1.671554109324707, 48.13143095313308], [-1.671959600640401, 48.1314913678787], [-1.672287030450295, 48.13150782983865], [-1.672590421027921, 48.13150454825286]], [[-1.666300905259316, 48.12904579718946], [-1.667088529541342, 48.12941205043689], [-1.667670200259659, 48.129678667603294], [-1.668219106063507, 48.129931366712626], [-1.668498755420085, 48.13006190209933], [-1.668813738142376, 48.13020566031487], [-1.669131602297158, 48.130352232836735], [-1.669390959689453, 48.13047127687238], [-1.669455732794222, 48.13050030814568], [-1.669502402509847, 48.13051307120338], [-1.669554435921296, 48.130517407796205], [-1.669599916489457, 48.130526701332116], [-1.6696340876223, 48.130546421558144], [-1.669653249435103, 48.130574372313966], [-1.66967106332545, 48.13059710115099], [-1.669723627647473, 48.13062662792256], [-1.669849633541231, 48.13068424632673], [-1.670029525757612, 48.130766647530095], [-1.670186293601526, 48.1308353297196], [-1.67030207405888, 48.130886327311245], [-1.67050006838654, 48.130965647375994], [-1.670659268333062, 48.13102250374608], [-1.670799756226127, 48.13106604869321], [-1.670930122264609, 48.13110414126445], [-1.671060223858884, 48.13113931326645], [-1.671239902203229, 48.13118067963712], [-1.671333546386222, 48.13119988903604], [-1.671463714219536, 48.13122611663131], [-1.671596852848776, 48.13124650706621], [-1.671696878028107, 48.13125886122091], [-1.671874599753986, 48.13127861292539], [-1.672037836821715, 48.131293089442686], [-1.672077926774576, 48.13130084211201], [-1.672123542763675, 48.13132126908437], [-1.672175234987471, 48.13133148163432], [-1.672289450808824, 48.131336223358964], [-1.672406247009388, 48.13132495722508]], [[-1.679235202496071, 48.129524948879464], [-1.680095307177619, 48.129107534985565]], [[-1.672590472021364, 48.13138217406325], [-1.672780798677854, 48.13137659246963], [-1.673289199037769, 48.13134526619084], [-1.67356176120758, 48.13129645555562], [-1.676423070654776, 48.13061617647649]], [[-1.664114975641712, 48.128590068504536], [-1.664489636327428, 48.12864878411855], [-1.664533221864365, 48.12867833838948], [-1.664565925847024, 48.12869528295412], [-1.664628274332577, 48.12871151367539], [-1.664781243337955, 48.12874690844213], [-1.664981451399943, 48.12880648819917], [-1.665104237947058, 48.12884473759681], [-1.665249965246062, 48.1288942919298], [-1.665455064262736, 48.12896753808121], [-1.665647335492734, 48.12904701425782], [-1.665808394516247, 48.12911796889932], [-1.666115661169199, 48.129257215482326], [-1.66635326353973, 48.12936666274042], [-1.666940158573551, 48.12963567194713], [-1.667288387284099, 48.12979690836835], [-1.667617685484746, 48.12995075467938], [-1.667942829667794, 48.13009906046176], [-1.668161432015864, 48.13020030254584], [-1.668495734606458, 48.13035557527297], [-1.6687678690214, 48.13048319111334], [-1.669108461787747, 48.1306406541811], [-1.669335929790655, 48.1307456125564], [-1.669772802484614, 48.13094580085246]], [[-1.672590421027921, 48.13150454825286], [-1.672793716972758, 48.1314996481541], [-1.673310311281782, 48.13145147960544], [-1.673617156218521, 48.13139888638807], [-1.676485986676083, 48.1307209197843]], [[-1.669772802484614, 48.13094580085246], [-1.670063551950179, 48.13107838809319], [-1.670219615166488, 48.13114513545916], [-1.670473622523978, 48.13123922595233], [-1.670756158115797, 48.13132563289822], [-1.671145637704753, 48.13143118713787], [-1.671437721808997, 48.131506188593384]], [[-1.679181964113667, 48.12946490103494], [-1.679490293114705, 48.12931644525475], [-1.680051674973752, 48.12904623342146]], [[-1.671437721808997, 48.131506188593384], [-1.671562529042803, 48.13153823635268], [-1.671805711959147, 48.13159883312517], [-1.671863419811081, 48.1316121498638], [-1.671906618031411, 48.13161855180908], [-1.671929670081101, 48.13161761553633], [-1.671954631197974, 48.13161089166142], [-1.671971577735122, 48.131596337747936], [-1.671984407315177, 48.13159010660078], [-1.672028303665962, 48.131590770986584], [-1.67216087784122, 48.131602514578155], [-1.672329700700936, 48.13161115470214], [-1.672381427248205, 48.13160415990571], [-1.672457486958964, 48.13157007546067], [-1.672590421027921, 48.13150454825286]], [[-1.678564759068223, 48.129762249353455], [-1.67859617203607, 48.129746946428114], [-1.678937975503025, 48.129582376672175]], [[-1.672590472021364, 48.13138217406325], [-1.672943161245827, 48.13125266686727], [-1.672986735909012, 48.13128841979566], [-1.673164792378669, 48.13127518226947], [-1.673379716837045, 48.13124843984794], [-1.67365538746882, 48.13119971532516], [-1.676393478005762, 48.13055557429258]], [[-1.681362378212624, 48.12871644665962], [-1.681385583624146, 48.128705184112455], [-1.681633100419593, 48.12858825774225], [-1.681849410787149, 48.128489730463635], [-1.681960747214662, 48.12844196765802], [-1.682159270541682, 48.12836210777407], [-1.682370662114727, 48.12828988109299], [-1.682587497977761, 48.12822395703734], [-1.682836864173352, 48.12815426081078], [-1.682894502866555, 48.12813752936063], [-1.68295363273177, 48.128121996870604], [-1.683005991398709, 48.128110320009874], [-1.683024857535101, 48.12810239283119], [-1.683031090142311, 48.128092593980256], [-1.683039467115784, 48.12806719671268], [-1.683441596068516, 48.127954659511175]], [[-1.679336826346304, 48.12962276198329], [-1.680177597648362, 48.129215925998366]], [[-1.672590421027921, 48.13150454825286], [-1.672743530605722, 48.131572900020714], [-1.67279154870724, 48.13159215689722], [-1.672826328885209, 48.13159971593511], [-1.672892907593261, 48.13159538032209], [-1.673027977945627, 48.13158092120175], [-1.673152678254834, 48.13155954132021], [-1.673329727794191, 48.131524616140204], [-1.673439502020637, 48.13149976502184], [-1.673459463503649, 48.131491613007576], [-1.67347435051658, 48.13148121986179], [-1.673495673076629, 48.13147464437475], [-1.673529018525043, 48.131479814193874], [-1.673580267889758, 48.131480994700176], [-1.673664162061364, 48.13146616680048], [-1.674311584719249, 48.13131424795375], [-1.674599027962152, 48.131245463422886]], [[-1.680121068065267, 48.12931724323728], [-1.680706839378889, 48.1290346028694], [-1.681362378212624, 48.12871644665962]], [[-1.680177597648362, 48.129215925998366], [-1.681839969904741, 48.12841149242063], [-1.682278633250959, 48.128252813317935], [-1.682900194289564, 48.12806856633855], [-1.683441596068516, 48.127954659511175]]], ""type"": ""MultiLineString""}";v_geotravaux_evenement_01j.fid--d2addc_19786fd6cf1_-1948;171;75308;35238 - Rennes;4 - Saint Martin, 5 - Maurepas / Bellangerais;Boulevard d'Armorique;Interdiction de tourner;2025-06-02T02:00:00+02:00;2025-10-31T01:00:00+01:00;Interdiction de tourner;;;Impact nul;2025-05-27T20:19:57+02:00
