Geo Point;Geo Shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;pieton;velo;moto;wms_time
48.21886600000147, -1.5792810000011768;"{""coordinates"": [-1.579281000001177, 48.21886600000147], ""type"": ""Point""}";accident.6127;6127;67209499;GN/680/434;2023-03-15T01:00:00+01:00;14:00;Mercredi;35315;Place;Ruelle aux Chevaux;N/C;Ruelle aux Chevaux;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.086818529687186, -1.6159477829928333;"{""coordinates"": [-1.615947782992833, 48.086818529687186], ""type"": ""Point""}";accident.6153;6153;67212896;SP/35238/326;2023-10-18T02:00:00+02:00;18:05;Mercredi;35055;Hors-Int;BONNIN ANDRE (AVENUE);N/C;Avenue André Bonnin;;;;;Véhicule de tourisme (VT);;;;;;Conducteur;Piéton;;;;;;;0;0;1;Oui;Non;Non;2023-01-01T01:00:00+01:00
48.11146900000204, -1.6861059999969197;"{""coordinates"": [-1.68610599999692, 48.11146900000204], ""type"": ""Point""}";accident.540;540;457692;SP/35238/238;2022-06-26T02:00:00+02:00;03:00;Dimanche;35238;hors intersection;SAINT-CAST (QUAI);N/C;Quai Saint-Cast;;;;;Nouvel engin de déplacement personnel (EDP) à moteur;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2022-01-01T01:00:00+01:00
48.097319999996614, -1.6578599999987313;"{""coordinates"": [-1.657859999998731, 48.097319999996614], ""type"": ""Point""}";accident.684;684;63477679;SP/35238/54;2019-02-06T01:00:00+01:00;09:35;Mercredi;35238;à plus de 4 branches;ROOSEVELT (BD FRANKLIN);0+0;ROOSEVELT (BD FRANKLIN);;0+0;ROOSEVELT (BD FRANKLIN);;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.10856612207762, -1.6929725684270673;"{""coordinates"": [-1.692972568427067, 48.10856612207762], ""type"": ""Point""}";accident.714;714;761;Sécurité publique 0035238 00448;2013-10-15T02:00:00+02:00;07:20;Mardi;35238;En X;VANEAU/MITTERRAND;;Mail François Mitterrand;6;;Rue Vaneau;6;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.150889999995954, -1.6840000000040873;"{""coordinates"": [-1.684000000004087, 48.150889999995954], ""type"": ""Point""}";accident.719;719;66551563;SP/35238/290;2020-09-18T02:00:00+02:00;09:10;Vendredi;35278;hors intersection;BLAVET (RUE DU);0+0;BLAVET (RUE DU);;;;;Bicyclette;;;;;;Conducteur;;;;;;;;0;0;1;Non;Oui;Non;2020-01-01T01:00:00+01:00
48.21236800000236, -1.766918000001474;"{""coordinates"": [-1.766918000001474, 48.21236800000236], ""type"": ""Point""}";accident.898;898;66528777;GN/71153/2352;2020-11-06T01:00:00+01:00;13:40;Vendredi;35120;hors intersection;La Justice;17+3;La Justice;;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2020-01-01T01:00:00+01:00
48.01334999999861, -1.7079399999940614;"{""coordinates"": [-1.707939999994061, 48.01334999999861], ""type"": ""Point""}";accident.981;981;69732;GN/678/738;2021-03-29T02:00:00+02:00;18:55;Lundi;35363;hors intersection;rue de la rivaudière;N/C;Rue de la Rivaudière;;;;;Bicyclette;;;;;;Conducteur;;;;;;;;1;0;0;Non;Oui;Non;2021-01-01T01:00:00+01:00
48.159893999998445, -1.625085999998361;"{""coordinates"": [-1.625085999998361, 48.159893999998445], ""type"": ""Point""}";accident.1033;1033;86158;GN/15627/1493;2021-07-08T02:00:00+02:00;15:30;Jeudi;35024;hors intersection;RD 97;N/C;D97;;;;;VU seul 1,5T < PTAC <=3,5T;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2021-01-01T01:00:00+01:00
48.106419999998835, -1.667990000001189;"{""coordinates"": [-1.667990000001189, 48.106419999998835], ""type"": ""Point""}";accident.1035;1035;88781;SP/35238/255;2021-07-22T02:00:00+02:00;11:00;Jeudi;35238;hors intersection;SAINT-HELIER;N/C;SAINT-HELIER;;;;;Véhicule de tourisme (VT);Vélo par assistance électrique;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2021-01-01T01:00:00+01:00
48.133339999999606, -1.6606899999957105;"{""coordinates"": [-1.660689999995711, 48.133339999999606], ""type"": ""Point""}";accident.1040;1040;89531;SP/35238/267;2021-07-27T02:00:00+02:00;15:45;Mardi;35238;hors intersection;PATTON (AVENUE DU GENERAL SIR GEORGES);N/C;PATTON (AVENUE DU GENERAL SIR GEORGES);;;;;Tracteur routier + semi-remorque;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2021-01-01T01:00:00+01:00
48.11468999999947, -1.6564000000009695;"{""coordinates"": [-1.65640000000097, 48.11468999999947], ""type"": ""Point""}";accident.1112;1112;109235;SP/35238/435;2021-11-16T01:00:00+01:00;17:20;Mardi;35238;hors intersection;LECLERC (AVENUE DU GENERAL);N/C;LECLERC (AVENUE DU GENERAL);;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Oui;Non;2021-01-01T01:00:00+01:00
48.1124169322387, -1.6773371667313168;"{""coordinates"": [-1.677337166731317, 48.1124169322387], ""type"": ""Point""}";accident.1336;1336;2218;Sécurité publique 0035238 00161;2016-04-22T02:00:00+02:00;15:30;Vendredi;35238;En X;PARLEMENT/HUGO;;Place du Parlement de Bretagne;0;;Rue Victor Hugo;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.1054007280398, -1.7084471036863105;"{""coordinates"": [-1.70844710368631, 48.1054007280398], ""type"": ""Point""}";accident.1339;1339;2499;Sécurité publique 0035238 00274;2012-06-01T02:00:00+02:00;19:35;Vendredi;35238;Giratoire;H.LACROIX/J.VALLÈS;;Allée Louis Lucipia;0;;Rond-point Escadrille Normandie-Niemen;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2012-01-01T01:00:00+01:00
48.154650045435595, -1.6245499897515794;"{""coordinates"": [-1.624549989751579, 48.154650045435595], ""type"": ""Point""}";accident.1408;1408;1225;Gendarmerie Nationale 0015627 01287;2013-05-03T02:00:00+02:00;12:45;Vendredi;35051;Giratoire;;0029+0231;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.114184606045015, -1.621223563955307;"{""coordinates"": [-1.621223563955307, 48.114184606045015], ""type"": ""Point""}";accident.1413;1413;3866;Sécurité publique 0035238 00485;2018-11-27T01:00:00+01:00;07:30;Mardi;35051;Giratoire;ALLIES (BOULEVARD DES);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2018-01-01T01:00:00+01:00
48.11226999917841, -1.6932599867728078;"{""coordinates"": [-1.693259986772808, 48.11226999917841], ""type"": ""Point""}";accident.1511;1511;2274;Sécurité publique 0035238 00461;2016-10-31T01:00:00+01:00;14:12;Lundi;35238;hors intersection;37, RUE VANEAU;;VANEAU;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.15303999999783, -1.6845800000032343;"{""coordinates"": [-1.684580000003234, 48.15303999999783], ""type"": ""Point""}";accident.1536;1536;63444477;SP/35238/283;2019-07-23T02:00:00+02:00;09:45;Mardi;35278;En T;MILON (RUE A);0+0;MILON (RUE A);;0+0;MILON (RUE A);;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.11864997857909, -1.6009799701219967;"{""coordinates"": [-1.600979970121997, 48.11864997857909], ""type"": ""Point""}";accident.1783;1783;1192;Sécurité publique 0035238 00504;2013-11-09T01:00:00+01:00;11:20;Samedi;35051;Giratoire;00, DEZERSEUL (BOULEVARD;;DEZERSEUL (BOULEVARD DE);0;;CHALOTAIS (RUE DE LA);0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.092479971906485, -1.7804399484474163;"{""coordinates"": [-1.780439948447416, 48.092479971906485], ""type"": ""Point""}";accident.1796;1796;1479;Gendarmerie Nationale 0000683 01671;2016-08-17T02:00:00+02:00;08:30;Mercredi;35240;Giratoire;ROND-POINT DU CHËNE VERT;0001+0850;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.097387364330515, -1.6751506969429502;"{""coordinates"": [-1.67515069694295, 48.097387364330515], ""type"": ""Point""}";accident.1797;1797;1913;Sécurité publique 0035238 00274;2016-06-27T02:00:00+02:00;17:40;Lundi;35238;En X;ALMA/J.CARTIER;;Rue de l'Alma;0;;Boulevard Jacques Cartier;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.090981778454164, -1.6802434257765615;"{""coordinates"": [-1.680243425776561, 48.090981778454164], ""type"": ""Point""}";accident.1800;1800;210;Sécurité publique 0035238 00453;2015-11-04T01:00:00+01:00;10:45;Mercredi;35238;En T;NICOLET/YSER;;Rue Général Nicolet;00;;Boulevard de l'Yser;00;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2015-01-01T01:00:00+01:00
48.1054007280398, -1.7084471036863105;"{""coordinates"": [-1.70844710368631, 48.1054007280398], ""type"": ""Point""}";accident.1806;1806;2207;Sécurité publique 0035238 00020;2016-01-14T01:00:00+01:00;08:45;Jeudi;35238;Giratoire;RP NORMANDIE NIELMEN;;Rond-point Escadrille Normandie-Niemen;0;;Allée Louis Lucipia;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.120515034092826, -1.7084395128933;"{""coordinates"": [-1.7084395128933, 48.120515034092826], ""type"": ""Point""}";accident.1829;1829;766;Sécurité publique 0035238 00475;2013-10-28T01:00:00+01:00;12:55;Lundi;35238;En T;W.CHURCHILL/BOURBONNAIS;;Avenue Sir Winston Churchill;0;0000+0000;Rue du Bourbonnais;0;VL;Bicyclette;;;;;Conducteur;;;;;;;;0;0;1;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.120580000001716, -1.672019999994102;"{""coordinates"": [-1.672019999994102, 48.120580000001716], ""type"": ""Point""}";accident.1849;1849;64699;SP/35238/59;2021-02-20T01:00:00+01:00;16:05;Samedi;35238;En Y;ANTRAIN (D') DE 43 ET 80 A FIN;N/C;Rue de Brizeux;;N/C;Rue d'Antrain;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2021-01-01T01:00:00+01:00
48.09381693787912, -1.6745847424138698;"{""coordinates"": [-1.67458474241387, 48.09381693787912], ""type"": ""Point""}";accident.1853;1853;2988;Sécurité publique 0035238 00338;2017-08-01T02:00:00+02:00;07:40;Mardi;35238;En X;00, CLEMENCEAU (BD GEORG;;;0;;;0;VL;Bicyclette;;;;;Conducteur;;;;;;;;0;1;0;Non;Oui;Non;2017-01-01T01:00:00+01:00
48.11184067424858, -1.6464034373395595;"{""coordinates"": [-1.64640343733956, 48.11184067424858], ""type"": ""Point""}";accident.1854;1854;422;Sécurité publique 0035238 00514;2014-10-22T02:00:00+02:00;13:25;Mercredi;35238;Giratoire;F.CHÂTEAU/JOUÉ;;Rond-point;2;;Rue du Moulin de Joué;2;VU seul 1,5T < PTAC <=3,5T;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2014-01-01T01:00:00+01:00
48.133127505463186, -1.670940278674957;"{""coordinates"": [-1.670940278674957, 48.133127505463186], ""type"": ""Point""}";accident.1857;1857;2205;Sécurité publique 0035238 00152;2016-04-18T02:00:00+02:00;08:20;Lundi;35238;En T;LOCMARIAQUER/ARRADON;;Rue de Locmariaquer;0;;Rue d'Arradon;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.1502399939874, -1.7304400042709083;"{""coordinates"": [-1.730440004270908, 48.1502399939874], ""type"": ""Point""}";accident.1859;1859;1456;Gendarmerie Nationale 0010048 03125;2014-09-30T02:00:00+02:00;07:00;Mardi;35210;hors intersection;;0003+0527;;0;;;0;VU seul 1,5T < PTAC <=3,5T;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2014-01-01T01:00:00+01:00
48.12970629338933, -1.6307194081685543;"{""coordinates"": [-1.630719408168554, 48.12970629338933], ""type"": ""Point""}";accident.1862;1862;957;Sécurité publique 0035238 00566;2013-12-07T01:00:00+01:00;14:10;Samedi;35238;En X;PAPEGAULT/CLOS COURTEL;;Rue du Papegault;0;;Rue du Clos Courtel;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.11459572065116, -1.6570380144673398;"{""coordinates"": [-1.65703801446734, 48.11459572065116], ""type"": ""Point""}";accident.1863;1863;2938;Sécurité publique 0035238 00231;2017-06-09T02:00:00+02:00;16:18;Vendredi;35238;à plus de 4 branches;METZ (BD DE);;;0;;;0;PL seul PTAC > 7,5T;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2017-01-01T01:00:00+01:00
48.13659992342397, -1.6929367409261713;"{""coordinates"": [-1.692936740926171, 48.13659992342397], ""type"": ""Point""}";accident.1870;1870;1519;Sécurité publique 0035238 00365;2015-12-04T01:00:00+01:00;09:25;Vendredi;35278;Giratoire;00, AUGE DE PIERRE (ROND;;ROUTE DE SAINT-MALO;00;0051+0580;AUGE DE PIERRE (ROND POINT DE L');00;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2015-01-01T01:00:00+01:00
48.08122001238884, -1.727209962104529;"{""coordinates"": [-1.727209962104529, 48.08122001238884], ""type"": ""Point""}";accident.1881;1881;1801;Sécurité publique 0035238 00175;2012-04-10T02:00:00+02:00;04:10;Mardi;35281;En Y;00, PATIS-DES-COUASNES (;;PATIS-DES-COUASNES (RUE DU);0;;BUHOTIERE (RUE DE LA);0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2012-01-01T01:00:00+01:00
48.116930002234874, -1.8067600023460446;"{""coordinates"": [-1.806760002346045, 48.116930002234874], ""type"": ""Point""}";accident.1882;1882;1394;Gendarmerie Nationale 0010048 02020;2016-08-21T02:00:00+02:00;11:15;Dimanche;35131;En T;;0026+0900;;0;0022+0256;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;1;0;1;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.11938875469735, -1.6608356677208491;"{""coordinates"": [-1.660835667720849, 48.11938875469735], ""type"": ""Point""}";accident.1894;1894;2951;Sécurité publique 0035238 00282;2017-06-20T02:00:00+02:00;19:46;Mardi;35238;En T;86, METZ (BD DE);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2017-01-01T01:00:00+01:00
48.091581183077935, -1.6583933951184722;"{""coordinates"": [-1.658393395118472, 48.091581183077935], ""type"": ""Point""}";accident.1915;1915;884;Sécurité publique 0035238 00058;2013-02-08T01:00:00+01:00;18:53;Vendredi;35238;Giratoire;P.LANGEVIN/O.LEROUX;;Rue Paul Langevin;0;;Boulevard Oscar Leroux;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.07840003839122, -1.8438399382790682;"{""coordinates"": [-1.843839938279068, 48.07840003839122], ""type"": ""Point""}";accident.1920;1920;1431;Gendarmerie Nationale 0000683 02491;2015-11-01T01:00:00+01:00;12:30;Dimanche;35196;En X;CRFOUR POMPIDOU FONTENEL;;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2015-01-01T01:00:00+01:00
48.108353575885175, -1.6853298180940894;"{""coordinates"": [-1.685329818094089, 48.108353575885175], ""type"": ""Point""}";accident.1944;1944;2465;Sécurité publique 0035238 00186;2012-04-16T02:00:00+02:00;12:09;Lundi;35238;hors intersection;RUE DE LA SANTÉ;;RUE DE LA SANTE;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2012-01-01T01:00:00+01:00
48.11603425332747, -1.6918788585024938;"{""coordinates"": [-1.691878858502494, 48.11603425332747], ""type"": ""Point""}";accident.2473;2473;143;Sécurité publique 0035238 00533;2015-12-07T01:00:00+01:00;08:45;Lundi;35238;Giratoire;CHAPELLIÈRES/LYAUTET;;Rue Jacques Defermon des Chapellières;00;;Rue Commandant Charcot;00;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2015-01-01T01:00:00+01:00
48.11115112833392, -1.6971902976294233;"{""coordinates"": [-1.697190297629423, 48.11115112833392], ""type"": ""Point""}";accident.2569;2569;992;Sécurité publique 0035238 00322;2013-07-31T02:00:00+02:00;09:15;Mercredi;35238;En T;PAPU/PÈRE LEBRET;;Rue Papu;0;;Rue du Père Lebret;0;Bicyclette;;;;;;Conducteur;;;;;;;;0;1;0;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.126019018966865, -1.6657553418368916;"{""coordinates"": [-1.665755341836892, 48.126019018966865], ""type"": ""Point""}";accident.2718;2718;3624;Sécurité publique 0035238 00388;2018-10-04T02:00:00+02:00;15:20;Jeudi;35238;En T;PATTON (AVENUE DU GENERA;;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2018-01-01T01:00:00+01:00
48.0980483042625, -1.7271080892722275;"{""coordinates"": [-1.727108089272227, 48.0980483042625], ""type"": ""Point""}";accident.2719;2719;3472;Sécurité publique 0035238 00153;2018-03-29T02:00:00+02:00;08:57;Jeudi;35238;En X;00, PREVALAYE (CHEMIN DE;;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2018-01-01T01:00:00+01:00
48.12797294233069, -1.6574484366331397;"{""coordinates"": [-1.65744843663314, 48.12797294233069], ""type"": ""Point""}";accident.2885;2885;2550;Sécurité publique 0035238 00188;2012-04-16T02:00:00+02:00;18:10;Lundi;35238;En X;G.ROPARTZ/ROCHESTER;;RUE GUY ROPARTZ;0;;AVENUE DE ROCHESTER;0;Bicyclette;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2012-01-01T01:00:00+01:00
48.10414960496504, -1.6501128731934913;"{""coordinates"": [-1.650112873193491, 48.10414960496504], ""type"": ""Point""}";accident.2896;2896;1960;Sécurité publique 0035238 00334;2016-08-19T02:00:00+02:00;09:00;Vendredi;35238;Giratoire;PAVIE/V.MAREUIL;;Boulevard Villebois-Mareuil;0;;Rue Auguste Pavie;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.134206934706704, -1.6941581588257835;"{""coordinates"": [-1.694158158825783, 48.134206934706704], ""type"": ""Point""}";accident.2917;2917;3798;Sécurité publique 0035238 00532;2018-12-19T01:00:00+01:00;09:00;Mercredi;35278;Giratoire;ROBIQUETTE ( BOULEVARD D;;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2018-01-01T01:00:00+01:00
48.10403312454236, -1.7200542289383998;"{""coordinates"": [-1.7200542289384, 48.10403312454236], ""type"": ""Point""}";accident.2947;2947;3529;Sécurité publique 0035238 00327;2018-08-27T02:00:00+02:00;17:25;Lundi;35238;hors intersection;ROBINOT DE ST-CYR (QUAI);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2018-01-01T01:00:00+01:00
48.1103411737933, -1.6565704690561969;"{""coordinates"": [-1.656570469056197, 48.1103411737933], ""type"": ""Point""}";accident.2953;2953;2298;Sécurité publique 0035238 00401;2012-08-23T02:00:00+02:00;08:50;Jeudi;35238;hors intersection;131 AVENUE A.BRIAND;;AVENUE ARISTIDE BRIAND;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2012-01-01T01:00:00+01:00
48.11072144386309, -1.692693143923603;"{""coordinates"": [-1.692693143923603, 48.11072144386309], ""type"": ""Point""}";accident.2970;2970;3551;Sécurité publique 0035238 00240;2018-06-07T02:00:00+02:00;12:35;Jeudi;35238;hors intersection;VANEAU;;;0;;;0;PL + remorque(s);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2018-01-01T01:00:00+01:00
48.11008842116508, -1.6862010888478611;"{""coordinates"": [-1.686201088847861, 48.11008842116508], ""type"": ""Point""}";accident.3306;3306;2506;Sécurité publique 0035238 00360;2012-07-25T02:00:00+02:00;19:45;Mercredi;35238;à plus de 4 branches;ILLE ET RANCE/MITTERRAND;;Quai Saint-Cyr;26;;Mail François Mitterrand;26;Bicyclette;;;;;;Conducteur;;;;;;;;0;1;0;Non;Oui;Non;2012-01-01T01:00:00+01:00
48.11530000257516, -1.6367399988506601;"{""coordinates"": [-1.63673999885066, 48.11530000257516], ""type"": ""Point""}";accident.3612;3612;2492;Sécurité publique 0035238 00163;2012-04-02T02:00:00+02:00;12:30;Lundi;35238;hors intersection;ALLÉE H.POINCARÉ;;UNIVERSITE RENNES 1 V001P;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2012-01-01T01:00:00+01:00
48.12600500000276, -1.6656970000008235;"{""coordinates"": [-1.665697000000824, 48.12600500000276], ""type"": ""Point""}";accident.3618;3618;63462241;SP/35238/96;2019-03-16T01:00:00+01:00;20:10;Samedi;35238;En T;PATTON (AVENUE DU GENERAL SIR GEORGES);0+0;PATTON (AVENUE DU GENERAL SIR GEORGES);;0+0;PATTON (AVENUE DU GENERAL SIR GEORGES);;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.109881374078284, -1.6718570471420826;"{""coordinates"": [-1.671857047142083, 48.109881374078284], ""type"": ""Point""}";accident.3672;3672;895;Sécurité publique 0035238 00275;2013-07-02T02:00:00+02:00;18:30;Mardi;35238;hors intersection;14, QUAI RICHEMONT;;Quai de Richemont;0;;;0;VL;Bicyclette;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;1;Non;Oui;Non;2013-01-01T01:00:00+01:00
48.10760997730813, -1.6179099943505089;"{""coordinates"": [-1.617909994350509, 48.10760997730813], ""type"": ""Point""}";accident.3673;3673;3223;Sécurité publique 0035238 00199;2017-04-28T02:00:00+02:00;16:33;Vendredi;35051;hors intersection;00, BRAY (RUE DE);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2017-01-01T01:00:00+01:00
48.1804949999985, -1.7785190000020739;"{""coordinates"": [-1.778519000002074, 48.1804949999985], ""type"": ""Point""}";accident.3684;3684;66543085;GN/10048/3797;2020-09-12T02:00:00+02:00;10:20;Samedi;35210;En T;Le Petit Moulin de Tixue;N/C;Le Petit Moulin de Tixue;;7+286;Le Petit Moulin de Tixue;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2020-01-01T01:00:00+01:00
48.14847100000176, -1.762833000001771;"{""coordinates"": [-1.762833000001771, 48.14847100000176], ""type"": ""Point""}";accident.3687;3687;63422271;GN/10048/2249;2019-05-06T02:00:00+02:00;12:40;Lundi;35210;Giratoire;Boulevard P Dumaine de la Josserie;N/C;Boulevard P Dumaine de la Josserie;;N/C;Boulevard P Dumaine de la Josserie;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.087655380234935, -1.651057028773804;"{""coordinates"": [-1.651057028773804, 48.087655380234935], ""type"": ""Point""}";accident.3688;3688;66539585;SP/35238/201;2020-07-15T02:00:00+02:00;08:50;Mercredi;35238;Giratoire;YOUGOSLAVIE (BD DE);N/C;YOUGOSLAVIE (BD DE);;N/C;YOUGOSLAVIE (BD DE);;Bicyclette;Véhicule de tourisme (VT);;;;;Conducteur;;;;;;;;0;0;1;Non;Oui;Non;2020-01-01T01:00:00+01:00
48.10408179396181, -1.6843442863726599;"{""coordinates"": [-1.68434428637266, 48.10408179396181], ""type"": ""Point""}";accident.3746;3746;304;Sécurité publique 0035238 00062;2015-02-12T01:00:00+01:00;14:10;Jeudi;35238;hors intersection;47, BD  LA T.D'AUVERGNE;;Boulevard de La Tour d'Auvergne;;;;;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2015-01-01T01:00:00+01:00
