Geo Point;Geo Shape;gml_id;objectid;accident;unite_pv;date;heure;jsem;code_insee;inter;adresse;pr;nomv;numvro;pr_2;nomv_2;numvro_2;vehicule1;vehicule2;vehicule3;vehicule4;vehicule5;vehicule6;usager1;usager2;usager3;usager4;usager5;usager6;usager7;usager8;ntu;nbh;nbnh;pieton;velo;moto;wms_time
48.09106999999835, -1.645410000001988;"{""coordinates"": [-1.645410000001988, 48.09106999999835], ""type"": ""Point""}";accident.3916;3916;66522726;SP/35238/362;2020-10-31T01:00:00+01:00;20:35;Samedi;35238;En X;VERN (DE);0+0;VERN (DE);;N/C;VERN (DE);;Véhicule de tourisme (VT);Cyclomoteur <=50 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Non;Oui;2020-01-01T01:00:00+01:00
47.95733003191332, -1.7279999871304605;"{""coordinates"": [-1.727999987130461, 47.95733003191332], ""type"": ""Point""}";accident.3918;3918;1416;Gendarmerie Nationale 0000702 01987;2015-10-23T02:00:00+02:00;07:30;Vendredi;35139;hors intersection;LES CLOTURES;0013+0300;;;;;;VL;cyclomoteur;;;;;Conducteur;Conducteur;;;;;;;0;1;1;Non;Non;Oui;2015-01-01T01:00:00+01:00
48.13071823679436, -1.6422566950587778;"{""coordinates"": [-1.642256695058778, 48.13071823679436], ""type"": ""Point""}";accident.3931;3931;2113;Sécurité publique 0035238 00504;2016-11-18T01:00:00+01:00;15:26;Vendredi;35238;hors intersection;4, PATIS TATELIN;;Rue du Pâtis Tatelin;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.13269000000287, -1.6613699999989668;"{""coordinates"": [-1.661369999998967, 48.13269000000287], ""type"": ""Point""}";accident.3932;3932;63434277;SP/35238/493;2019-12-09T01:00:00+01:00;15:40;Lundi;35238;En X;PATTON (AVENUE DU GENERAL SIR GEORGES);0+0;PATTON (AVENUE DU GENERAL SIR GEORGES);;0+0;PATTON (AVENUE DU GENERAL SIR GEORGES);;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.09842420779093, -1.6984057067347025;"{""coordinates"": [-1.698405706734702, 48.09842420779093], ""type"": ""Point""}";accident.3977;3977;783;Sécurité publique 0035238 00027;2013-01-17T01:00:00+01:00;10:30;Jeudi;35238;En X;J.MANIEZ/H.GUERRAND;;Avenue Jules Maniez;0;;Rue Roger-Henri Guerrand;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2013-01-01T01:00:00+01:00
48.111529999997195, -1.6461099999993576;"{""coordinates"": [-1.646109999999358, 48.111529999997195], ""type"": ""Point""}";accident.3969;3969;66548949;SP/35238/207;2020-07-21T02:00:00+02:00;19:25;Mardi;35238;Giratoire;CHATEAU (AVENUE FRANCOIS);N/C;CHATEAU (AVENUE FRANCOIS);;;;;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2020-01-01T01:00:00+01:00
48.12672967736816, -1.6301540604382814;"{""coordinates"": [-1.630154060438281, 48.12672967736816], ""type"": ""Point""}";accident.3975;3975;2125;Sécurité publique 0035238 00175;2016-05-04T02:00:00+02:00;08:45;Mercredi;35238;hors intersection;AV BUTTES DE COËSMES;;Avenue des Buttes de Coësmes;0;;;0;motocyclette > 125 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2016-01-01T01:00:00+01:00
48.11157999999722, -1.68999000000196;"{""coordinates"": [-1.68999000000196, 48.11157999999722], ""type"": ""Point""}";accident.3996;3996;63448140;SP/35238/452;2019-11-09T01:00:00+01:00;06:57;Samedi;35238;Autre;BREST (DE);0+0;BREST (DE);;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2019-01-01T01:00:00+01:00
48.09738693795907, -1.6751501027552647;"{""coordinates"": [-1.675150102755265, 48.09738693795907], ""type"": ""Point""}";accident.3999;3999;320;Sécurité publique 0035238 00115;2015-03-10T01:00:00+01:00;09:25;Mardi;35238;En X;J.CARTIER/ALMA;;Boulevard Jacques Cartier;104;;Rue de l'Alma;104;VL;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;1;Non;Non;Non;2015-01-01T01:00:00+01:00
48.12279691894543, -1.6886941070275705;"{""coordinates"": [-1.688694107027571, 48.12279691894543], ""type"": ""Point""}";accident.4013;4013;999;Sécurité publique 0035238 00498;2013-11-07T01:00:00+01:00;06:30;Jeudi;35238;En X;LEMORDANT/COETLOGON;;Rue Jean-Julien Lemordant;0;;Rue de Coëtlogon;0;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;Non;Non;Non;2013-01-01T01:00:00+01:00
48.101608445700116, -1.672808213909653;"{""coordinates"": [-1.672808213909653, 48.101608445700116], ""type"": ""Point""}";accident.4000;4000;634;Sécurité publique 0035238 00378;2014-07-28T02:00:00+02:00;12:40;Lundi;35238;En T;CHÂTILLON/QUINELEU;;Rue de Châtillon;0;;Rue de Quineleu;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Non;Oui;2014-01-01T01:00:00+01:00
48.10524298443075, -1.7040965421838357;"{""coordinates"": [-1.704096542183836, 48.10524298443075], ""type"": ""Point""}";accident.4011;4011;580;Sécurité publique 0035238 00291;2014-06-10T02:00:00+02:00;17:55;Mardi;35238;En X;J.VALLÈS/E.POTTIER;0000+0000;Rue Jules Vallès;0;0000+0000;Rue Eugène Pottier;0;VL;motocyclette > 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Non;Oui;2014-01-01T01:00:00+01:00
48.10867999999579, -1.6819600000056496;"{""coordinates"": [-1.68196000000565, 48.10867999999579], ""type"": ""Point""}";accident.3994;3994;63465311;SP/35238/403;2019-10-14T02:00:00+02:00;12:00;Lundi;35238;En X;LANJUINAIS ( JEAN DENIS);0+0;LANJUINAIS ( JEAN DENIS);;0+0;LANJUINAIS ( JEAN DENIS);;Bicyclette;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.09008000000394, -1.6910000000018046;"{""coordinates"": [-1.691000000001805, 48.09008000000394], ""type"": ""Point""}";accident.4033;4033;63427126;SP/35238/373;2019-09-24T02:00:00+02:00;11:00;Mardi;35238;En T;ALBERT 1ER (BD);N/C;ALBERT 1ER (BD);;0+0;ALBERT 1ER (BD);;VU seul 1,5T < PTAC <=3,5T;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.095299977436966, -1.6678152013874021;"{""coordinates"": [-1.667815201387402, 48.095299977436966], ""type"": ""Point""}";accident.4041;4041;847;Sécurité publique 0035238 00179;2013-04-28T02:00:00+02:00;10:05;Dimanche;35238;hors intersection;PLACE H.PERRIN;;Place Hyacinthe Perrin;0;;;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2013-01-01T01:00:00+01:00
48.04035199999665, -1.6870060000017784;"{""coordinates"": [-1.687006000001778, 48.04035199999665], ""type"": ""Point""}";accident.4043;4043;63428546;GN/8267/365;2019-03-21T01:00:00+01:00;19:38;Jeudi;35066;En Y;RD34;38+900;RD34;;18+470;RD34;;Tracteur routier + semi-remorque;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;;;;;;2;0;0;Non;Non;Non;2019-01-01T01:00:00+01:00
48.12311169503327, -1.718727204463044;"{""coordinates"": [-1.718727204463044, 48.12311169503327], ""type"": ""Point""}";accident.4070;4070;1973;Sécurité publique 0035238 00370;2016-09-03T02:00:00+02:00;12:30;Samedi;35238;hors intersection;ROCADE OUEST INT PR16;0016+0000;Rocade Ouest;0;;;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Non;Non;2016-01-01T01:00:00+01:00
48.09804000000333, -1.727200000002274;"{""coordinates"": [-1.727200000002274, 48.09804000000333], ""type"": ""Point""}";accident.4066;4066;63435726;SP/35238/441;2019-11-06T01:00:00+01:00;09:00;Mercredi;35238;En X;PREVALAYE (CHEMIN DE LA);N/C;PREVALAYE (CHEMIN DE LA);;0+0;PREVALAYE (CHEMIN DE LA);;Bicyclette;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2019-01-01T01:00:00+01:00
48.11209976696612, -1.7184198833349227;"{""coordinates"": [-1.718419883334923, 48.11209976696612], ""type"": ""Point""}";accident.4075;4075;33;Sécurité publique 0035238 00341;2014-07-04T02:00:00+02:00;17:45;Vendredi;35238;hors intersection;ROCADE OUEST;;Rocade Ouest;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Conducteur;Passager;;;;;0;0;1;Non;Non;Non;2014-01-01T01:00:00+01:00
48.10752474953001, -1.7164439366740871;"{""coordinates"": [-1.716443936674087, 48.10752474953001], ""type"": ""Point""}";accident.4078;4078;1958;Sécurité publique 0035238 00328;2016-08-08T02:00:00+02:00;15:45;Lundi;35238;à plus de 4 branches;PORTE DE LORIENT;;Rue de Lorient;0;;Porte de Lorient;0;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;2;Non;Non;Non;2016-01-01T01:00:00+01:00
48.10448351266345, -1.6688511678043616;"{""coordinates"": [-1.668851167804362, 48.10448351266345], ""type"": ""Point""}";accident.4086;4086;3125;Sécurité publique 0035238 00511;2017-12-01T01:00:00+01:00;16:15;Vendredi;35238;hors intersection;23, SOLFERINO (BD);;;0;;;0;VL;VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2017-01-01T01:00:00+01:00
48.09320000820969, -1.6910600287752702;"{""coordinates"": [-1.69106002877527, 48.09320000820969], ""type"": ""Point""}";accident.4091;4091;1791;Sécurité publique 0035238 00454;2016-09-21T02:00:00+02:00;19:55;Mercredi;35281;hors intersection;252, RUE DE NANTES;0012+0225;Rue de Nantes;0;;;0;Scooter <= 50 cm3;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2016-01-01T01:00:00+01:00
48.08347487800961, -1.6652032838238287;"{""coordinates"": [-1.665203283823829, 48.08347487800961], ""type"": ""Point""}";accident.4124;4124;3607;Sécurité publique 0035238 00369;2018-09-23T02:00:00+02:00;12:23;Dimanche;35238;hors intersection;PORTUGAL (BD DU);;;0;;;0;VL;Engin spécial;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;3;Non;Non;Non;2018-01-01T01:00:00+01:00
48.10525421116364, -1.6738321457227652;"{""coordinates"": [-1.673832145722765, 48.10525421116364], ""type"": ""Point""}";accident.4105;4105;3498;Sécurité publique 0035238 00193;2018-04-25T02:00:00+02:00;18:00;Mercredi;35238;hors intersection;MAGENTA (BD);;;0;;;0;VL;Bicyclette;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;1;Non;Oui;Non;2018-01-01T01:00:00+01:00
47.97555499999861, -1.5434180000048163;"{""coordinates"": [-1.543418000004816, 47.97555499999861], ""type"": ""Point""}";accident.4113;4113;66529158;GN/725/1321;2020-09-08T02:00:00+02:00;21:45;Mardi;35088;En X;La Houzaie;N/C;La Houzaie;;N/C;La Houzaie;;Véhicule de tourisme (VT);Moto ou sidecar > 125 cm3;;;;;Conducteur;Conducteur;Passager;;;;;;0;1;1;Non;Non;Oui;2020-01-01T01:00:00+01:00
48.12900100000281, -1.828075999999105;"{""coordinates"": [-1.828075999999105, 48.12900100000281], ""type"": ""Point""}";accident.4114;4114;66524411;GN/10048/4604;2020-10-31T01:00:00+01:00;17:20;Samedi;35131;Giratoire;Rond point des Mares Noires;31+481;Rond point des Mares Noires;;;;;Cyclomoteur <=50 cm3;;;;;;Conducteur;;;;;;;;0;1;0;Non;Non;Oui;2020-01-01T01:00:00+01:00
48.11720999999895, -1.6808299999960075;"{""coordinates"": [-1.680829999996007, 48.11720999999895], ""type"": ""Point""}";accident.4127;4127;63448440;SP/35238/180;2019-05-10T02:00:00+02:00;02:45;Vendredi;35238;En X;LEGRAVEREND;0+0;LEGRAVEREND;;0+0;LEGRAVEREND;;Scooter <= 50 cm3;VU seul 1,5T < PTAC <=3,5T;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2019-01-01T01:00:00+01:00
48.10909999999979, -1.6976000000027047;"{""coordinates"": [-1.697600000002705, 48.10909999999979], ""type"": ""Point""}";accident.4136;4136;66534688;SP/35238/312;2020-10-07T02:00:00+02:00;23:30;Mercredi;35238;Giratoire;Rue Louis Guilloux;0+0;Rue Louis Guilloux;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2020-01-01T01:00:00+01:00
48.08400895455874, -1.6987323329833424;"{""coordinates"": [-1.698732332983342, 48.08400895455874], ""type"": ""Point""}";accident.4145;4145;81;Sécurité publique 0035238 00059;2015-02-11T01:00:00+01:00;06:55;Mercredi;35238;à plus de 4 branches;PORTE DE BREQUIGNY;0011+0000;Porte de Bréquigny;0;0000+0000;Rocade Ouest;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Non;2015-01-01T01:00:00+01:00
48.098713799886596, -1.7139855929706318;"{""coordinates"": [-1.713985592970632, 48.098713799886596], ""type"": ""Point""}";accident.4156;4156;3652;Sécurité publique 0035238 00426;2018-10-19T02:00:00+02:00;17:30;Vendredi;35238;hors intersection;RN136;;;0;;;0;VU seul 1,5T < PTAC <=3,5T;VL;;;;;Conducteur;Passager;Conducteur;Passager;Passager;Passager;Passager;;0;0;1;Non;Non;Non;2018-01-01T01:00:00+01:00
48.10982999999943, -1.680200000004502;"{""coordinates"": [-1.680200000004502, 48.10982999999943], ""type"": ""Point""}";accident.4163;4163;66543298;SP/35238/284;2020-09-14T02:00:00+02:00;20:05;Lundi;35238;En X;REPUBLIQUE (PLACE DE LA);N/C;REPUBLIQUE (PLACE DE LA);;N/C;REPUBLIQUE (PLACE DE LA);;Bicyclette;;;;;;Conducteur;;;;;;;;0;0;1;Non;Oui;Non;2020-01-01T01:00:00+01:00
48.11106213129807, -1.7183697439153736;"{""coordinates"": [-1.718369743915374, 48.11106213129807], ""type"": ""Point""}";accident.4169;4169;193;Sécurité publique 0035238 00383;2015-09-18T02:00:00+02:00;16:40;Vendredi;35238;En X;PORTE DE LORIENT;;Rocade Ouest;0;;Porte de Lorient;0;Tracteur routier + semi-remorque;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Non;Non;2015-01-01T01:00:00+01:00
48.12453675575815, -1.7098137957576798;"{""coordinates"": [-1.70981379575768, 48.12453675575815], ""type"": ""Point""}";accident.4174;4174;934;Sécurité publique 0035238 00225;2013-06-04T02:00:00+02:00;00:15;Mardi;35238;En T;C.TILLON/W.CHURCHILL;;Avenue Charles Tillon;2;;Rue Doyen Denis Leroy;2;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2013-01-01T01:00:00+01:00
48.14163004016788, -1.6676699935067998;"{""coordinates"": [-1.6676699935068, 48.14163004016788], ""type"": ""Point""}";accident.4178;4178;3275;Sécurité publique 0035238 00483;2017-11-20T01:00:00+01:00;18:00;Lundi;35238;hors intersection;PORTE DE MAUREPAS;;;0;;;0;VU seul 1,5T < PTAC <=3,5T;VL;VL;VL;VL;;Conducteur;Conducteur;Conducteur;Conducteur;Conducteur;;;;0;0;1;Non;Non;Non;2017-01-01T01:00:00+01:00
48.077859961375516, -1.7417700419049018;"{""coordinates"": [-1.741770041904902, 48.077859961375516], ""type"": ""Point""}";accident.4191;4191;1778;Sécurité publique 0035238 00064;2015-04-09T02:00:00+02:00;18:30;Jeudi;35281;hors intersection;76, HAIE-DES-COGNETS (BO;0002+0303;HAIE-DES-COGNETS (BOUL DE LA);;;;;VL;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;0;2;Non;Non;Non;2015-01-01T01:00:00+01:00
48.10853999999774, -1.692939999993319;"{""coordinates"": [-1.692939999993319, 48.10853999999774], ""type"": ""Point""}";accident.4186;4186;66520696;SP/35238/354;2020-10-29T01:00:00+01:00;11:50;Jeudi;35238;En X;MITTERAND (MAIL FRANCOIS);N/C;MITTERAND (MAIL FRANCOIS);;0+0;MITTERAND (MAIL FRANCOIS);;Véhicule de tourisme (VT);Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2020-01-01T01:00:00+01:00
48.099176000000085, -1.6528569999993743;"{""coordinates"": [-1.652856999999374, 48.099176], ""type"": ""Point""}";accident.4167;4167;63434679;SP/35238/123;2019-04-02T02:00:00+02:00;21:30;Mardi;35238;En Y;BOURGEOIS (BOULEVARD LEON);0+0;BOURGEOIS (BOULEVARD LEON);;0+0;BOURGEOIS (BOULEVARD LEON);;Véhicule de tourisme (VT);Cyclomoteur <=50 cm3;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Oui;2019-01-01T01:00:00+01:00
48.123837801976805, -1.7175652809870223;"{""coordinates"": [-1.717565280987022, 48.123837801976805], ""type"": ""Point""}";accident.4214;4214;2123;Sécurité publique 0035238 00178;2016-05-05T02:00:00+02:00;07:50;Jeudi;35238;à plus de 4 branches;PORTE DE VILLEJEAN;;Porte de Villejean;0;;Porte de Brest;0;VL;;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Non;2016-01-01T01:00:00+01:00
48.08375299999953, -1.6744729999977643;"{""coordinates"": [-1.674472999997764, 48.08375299999953], ""type"": ""Point""}";accident.4218;4218;66508973;SP/35238/101;2020-03-09T01:00:00+01:00;11:00;Lundi;35238;En X;FREVILLE (AVENUE HENRI);0+0;FREVILLE (AVENUE HENRI);;0+0;FREVILLE (AVENUE HENRI);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;0;2;Non;Non;Non;2020-01-01T01:00:00+01:00
48.1070116509822, -1.7238679957665068;"{""coordinates"": [-1.723867995766507, 48.1070116509822], ""type"": ""Point""}";accident.4204;4204;2215;Sécurité publique 0035238 00082;2016-02-27T01:00:00+01:00;11:30;Samedi;35238;En T;LE HO/LORIENT;;Rue Jean Le Ho;0;;Rue de Lorient;0;motocyclette > 125 cm3;;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Oui;2016-01-01T01:00:00+01:00
48.0941422798376, -1.6799920255187533;"{""coordinates"": [-1.679992025518753, 48.0941422798376], ""type"": ""Point""}";accident.4230;4230;824;Sécurité publique 0035238 00240;2013-06-10T02:00:00+02:00;18:15;Lundi;35238;En T;G.CLÉMENCEAU/NICOLET;;Boulevard Georges Clemenceau;0;;Rue Général Nicolet;0;motocyclette >50<=125 cm3;;;;;;Conducteur;Passager;;;;;;;0;0;2;Non;Non;Non;2013-01-01T01:00:00+01:00
48.09526000000388, -1.6340200000025824;"{""coordinates"": [-1.634020000002582, 48.09526000000388], ""type"": ""Point""}";accident.4232;4232;63431317;SP/35238/10;2019-01-11T01:00:00+01:00;08:20;Vendredi;35238;En T;SAUVAIE (DE LA);0+0;SAUVAIE (DE LA);;0+0;SAUVAIE (DE LA);;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Non;Non;2019-01-01T01:00:00+01:00
48.09479999763095, -1.7107899323972218;"{""coordinates"": [-1.710789932397222, 48.09479999763095], ""type"": ""Point""}";accident.4250;4250;35;Sécurité publique 0035238 00408;2014-08-25T02:00:00+02:00;16:30;Lundi;35238;hors intersection;ROCADE OUEST;;Rocade Ouest;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Passager;Passager;Conducteur;Passager;Passager;;0;0;6;Non;Non;Non;2014-01-01T01:00:00+01:00
48.15522000985596, -1.6729099669433016;"{""coordinates"": [-1.672909966943302, 48.15522000985596], ""type"": ""Point""}";accident.4237;4237;1572;Sécurité publique 0035238 00266;2014-05-28T02:00:00+02:00;12:30;Mercredi;35278;hors intersection;ABBE PIERRE (RUE);;ABBE PIERRE (RUE);0;;;0;cyclomoteur;;;;;;Conducteur;Passager;;;;;;;0;1;0;Non;Non;Oui;2014-01-01T01:00:00+01:00
48.109120000002214, -1.6977299999940214;"{""coordinates"": [-1.697729999994021, 48.109120000002214], ""type"": ""Point""}";accident.4582;4582;63476749;SP/35238/299;2019-08-08T02:00:00+02:00;14:45;Jeudi;35238;Giratoire;LORIENT (DE);0+0;LORIENT (DE);;;;;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Oui;2019-01-01T01:00:00+01:00
48.10576874936036, -1.672924434103907;"{""coordinates"": [-1.672924434103907, 48.10576874936036], ""type"": ""Point""}";accident.4261;4261;2570;Sécurité publique 0035238 00015;2012-01-12T01:00:00+01:00;20:40;Jeudi;35238;En T;JANVIER/AUBRY;;Avenue Jean Janvier;0;;Rue Albert Aubry;0;VL;VL;;;;;Conducteur;Conducteur;;;;;;;0;0;2;Non;Non;Non;2012-01-01T01:00:00+01:00
48.08093877738133, -1.696936477261208;"{""coordinates"": [-1.696936477261208, 48.08093877738133], ""type"": ""Point""}";accident.4268;4268;3611;Sécurité publique 0035238 00373;2018-09-24T02:00:00+02:00;18:45;Lundi;35238;hors intersection;PORTE DE BREQUIGNY;;;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Passager;Conducteur;;;;;0;0;3;Non;Non;Non;2018-01-01T01:00:00+01:00
48.10182209591098, -1.684400985906096;"{""coordinates"": [-1.684400985906096, 48.10182209591098], ""type"": ""Point""}";accident.4273;4273;954;Sécurité publique 0035238 00217;2013-06-01T02:00:00+02:00;21:00;Samedi;35238;En X;COLOMBIER/G.NITSCH;;Carrefour Georges Nitsch;0;;Boulevard Georges Pompidou;0;VL;VL;;;;;Conducteur;Conducteur;Passager;;;;;;0;0;1;Non;Non;Non;2013-01-01T01:00:00+01:00
48.11126379141976, -1.6867449237645085;"{""coordinates"": [-1.686744923764508, 48.11126379141976], ""type"": ""Point""}";accident.4254;4254;2119;Sécurité publique 0035238 00017;2016-12-26T01:00:00+01:00;18:53;Lundi;35238;En T;ILLE ET RANCE/GRIGNION;;Rue du Père Grignion;0;;Quai d'Ille et Rance;0;cyclomoteur;;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Oui;2016-01-01T01:00:00+01:00
48.09116000000255, -1.645389999997254;"{""coordinates"": [-1.645389999997254, 48.09116000000255], ""type"": ""Point""}";accident.4282;4282;63447142;SP/35238/329;2019-09-02T02:00:00+02:00;12:00;Lundi;35238;En X;VERN (DE);0+0;VERN (DE);;0+0;VERN (DE);;VU seul 1,5T < PTAC <=3,5T;Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;0;3;Non;Non;Non;2019-01-01T01:00:00+01:00
48.10976780012681, -1.68918958899078;"{""coordinates"": [-1.68918958899078, 48.10976780012681], ""type"": ""Point""}";accident.4256;4256;777;Sécurité publique 0035238 00210;2013-05-25T02:00:00+02:00;18:00;Samedi;35238;En T;MITTERRAND/PAILLETTE;;Mail François Mitterrand;0;;Rue de la Paillette;0;VL;Scooter  > 50 <= 125 cm3;;;;;Conducteur;Conducteur;;;;;;;0;1;0;Non;Non;Oui;2013-01-01T01:00:00+01:00
48.10971790479616, -1.689418758722177;"{""coordinates"": [-1.689418758722177, 48.10971790479616], ""type"": ""Point""}";accident.4266;4266;2414;Sécurité publique 0035238 00068;2012-02-09T01:00:00+01:00;20:50;Jeudi;35238;hors intersection;38 MAIL F.MITTERRAND;;MAIL FRANCOIS MITTERRAND;0;;;0;Scooter <= 50 cm3;;;;;;Conducteur;;;;;;;;0;0;1;Non;Non;Oui;2012-01-01T01:00:00+01:00
48.08042938853548, -1.6796804466868338;"{""coordinates"": [-1.679680446686834, 48.08042938853548], ""type"": ""Point""}";accident.4284;4284;66549908;SP/35238/135;2020-05-18T02:00:00+02:00;21:25;Lundi;35206;Autre;ROCADE 6-7;9+435;ROCADE 6-7;;;;;Véhicule de tourisme (VT);Véhicule de tourisme (VT);;;;;Conducteur;Conducteur;Passager;Passager;;;;;0;0;3;Non;Non;Non;2020-01-01T01:00:00+01:00
48.10794891915345, -1.673602153110802;"{""coordinates"": [-1.673602153110802, 48.10794891915345], ""type"": ""Point""}";accident.4298;4298;551;Sécurité publique 0035238 00185;2014-04-09T02:00:00+02:00;07:40;Mercredi;35238;En X;JANVIER/LIBERTÉ;;Avenue Jean Janvier;0;;Rue Saint-Thomas;0;Bicyclette;Autocar;;;;;Conducteur;Conducteur;;;;;;;0;0;1;Non;Oui;Non;2014-01-01T01:00:00+01:00
48.10894248884531, -1.7102291074519858;"{""coordinates"": [-1.710229107451986, 48.10894248884531], ""type"": ""Point""}";accident.4299;4299;1970;Sécurité publique 0035238 00352;2016-08-31T02:00:00+02:00;13:00;Mercredi;35238;En X;LORIENT/MOULIN DU COMTE;;Rue de Lorient;20;;Rue Charles Géniaux;20;VL;Bicyclette;Bicyclette;;;;Conducteur;Conducteur;Conducteur;;;;;;0;0;2;Non;Oui;Non;2016-01-01T01:00:00+01:00
48.08372001373689, -1.6244800400951347;"{""coordinates"": [-1.624480040095135, 48.08372001373689], ""type"": ""Point""}";accident.4324;4324;1331;Sécurité publique 0035238 00173;2014-04-03T02:00:00+02:00;14:20;Jeudi;35055;hors intersection;LOGETTES (RUE DES);;LOGETTES (RUE DES);0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Conducteur;;;;;;0;1;0;Non;Non;Non;2014-01-01T01:00:00+01:00
48.093909671253996, -1.6762875049854205;"{""coordinates"": [-1.67628750498542, 48.093909671253996], ""type"": ""Point""}";accident.4313;4313;3059;Sécurité publique 0035238 00437;2017-10-24T02:00:00+02:00;08:00;Mardi;35238;hors intersection;91, CLEMENCEAU (BD GEORG;;;0;;;0;VL;Bicyclette;;;;;Conducteur;Conducteur;;;;;;;0;0;2;Non;Oui;Non;2017-01-01T01:00:00+01:00
48.067679966711765, -1.6213100506473932;"{""coordinates"": [-1.621310050647393, 48.067679966711765], ""type"": ""Point""}";accident.4326;4326;1843;Gendarmerie Nationale 0010930 01494;2015-06-27T02:00:00+02:00;23:30;Samedi;35352;hors intersection;;0031+0718;;;;;;Bicyclette;VL;;;;;Conducteur;Conducteur;;;;;;;1;0;0;Non;Oui;Non;2015-01-01T01:00:00+01:00
48.023229971292, -1.7384400244833982;"{""coordinates"": [-1.738440024483398, 48.023229971292], ""type"": ""Point""}";accident.4325;4325;1134;Gendarmerie Nationale 0000678 01566;2014-04-21T02:00:00+02:00;18:45;Lundi;35047;hors intersection;AVE DU G?N?RAL DE GAULLE;0000+0000;;0;;;0;Scooter <= 50 cm3;VL;;;;;Conducteur;Passager;Conducteur;;;;;;0;1;1;Non;Non;Oui;2014-01-01T01:00:00+01:00
48.11704109519743, -1.6665034781647734;"{""coordinates"": [-1.666503478164773, 48.11704109519743], ""type"": ""Point""}";accident.4369;4369;2942;Sécurité publique 0035238 00268;2017-06-12T02:00:00+02:00;19:11;Lundi;35238;hors intersection;00, DUCHESSE ANNE (BLD D;;;0;;;0;VL;VL;VL;;;;Conducteur;Conducteur;Conducteur;;;;;;0;0;1;Non;Non;Non;2017-01-01T01:00:00+01:00
