Identifiant;Numéro de parc;Immatriculation;Marque;Modèle;Version;Dénomination commerciale;Type;Propriété de Rennes Métropole;Longueur;Places assises;Places debout;Places totales;Mise en circulation;Equipé avec le SAEIV;Ecrans;Autonomie;Places UFR;Girouettes (type);Girouettes (nombres);Caméras;Valideurs;Norme Euro;Antipollution;Pneus (type);Pneus (dimension);Boîte de vitesses;Moteur;Pont;Vitrerie;Portes (nombre);Portes (type avant);Portes (type milieu et arrière);Dépôt (code);Transporteur (code)
475;475;;MERCEDES;ECITARO 12M;;ECITARO 12M;Standard;true;12;0;0;0;2025-03-07;true;2;;2;Leds;3;3;3;NC;NC;;275/70 R22.5;NC;;;;3;;;RENNES;KREN
500;500;;BLUEBUS;BLUEBUS ART;BB18;BLUEBUS ART;Articulé;true;18;44;85;129;2020-07-23;true;2;0;2;Leds;4;4;3;NC;NC;1J;;NC;NC;NC;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
5005;5005;;SETRA;415 NF;;415 NF;;false;0;0;0;0;;true;2;;1;NC;0;3;3;;;;;;;;;2;;;CHARTRES;LINE
5008;5008;;SETRA;415 NF;;415 NF;;false;0;0;0;0;;true;2;;1;NC;0;3;3;;;;;;;;;2;;;CHARTRES;LINE
5015;5015;;MAN;Lions City;;Lions City;;false;0;;;;;true;2;;2;leds;3;3;3;;;;;;;;;2;;;CHARTRES;LINE
5017;5017;;MAN;Lions City;;Lions City;;false;0;0;0;0;;true;2;;2;Leds;3;3;3;EURO 6;;;;;;;;2;;;CHARTRES;LINE
5018;5018;;MAN;Lions City;;Lions City;;false;0;0;0;0;;true;2;;2;Leds;3;3;3;EURO 6;;;;;;;;2;;;CHARTRES;LINE
5019;5019;;MAN;Lions City;;Lions City;;false;0;0;0;0;;true;2;;2;Leds;3;3;3;EURO 6;;;;;;;;2;;;CHARTRES;LINE
5020;5020;;MAN;Lions City;;Lions City;;false;0;0;0;0;;true;2;;2;;3;3;3;EURO 6;;;;;;;;2;;;CHARTRES;LINE
5510;5510;;;;;;;false;0;;;;;false;;;0;;;;1;;;;;;;;;2;;;CHARTRES;LINE
5514;5514;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5526;5526;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5530;5530;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
5535;5535;;SCANIA;FENCER;;FENCER;;false;0;0;0;0;2024-01-01;false;;;;;;;;;;;;;;;;;;;CHARTRES;LINE
6003;6003;;IRISBUS;CITELIS STD;;CITELIS STD;;false;0;36;60;96;2008-02-12;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6008;6008;;SETRA;315NF STD;;315NF STD;;false;0;0;0;0;;false;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6013;6013;;SETRA;315NF STD;;315NF STD;;false;0;36;79;115;2001-10-02;true;2;;1;Pastilles;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6015;6015;;SETRA;315NF STD;;315NF STD;;false;0;36;79;115;2001-10-02;true;2;;1;Pastilles;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
6033;6033;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2020-01-01;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6034;6034;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6035;6035;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2020-01-01;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6036;6036;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
6037;6037;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2023-07-31;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
607;607;;MERCEDES;CITARO 13M;530 M 906;CITARO 13M;Standard;true;13;39;64;103;2010-04-13;true;2;800;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 Ecomat 2 plus;OM 906HLA / Euro 5;ZF AV 132;Vénus gris;2;Pneumatique;Coulissante électrique;RENNES;KREN
610;610;;MERCEDES;CITARO 13M;62802ABCEFBGSQ3H320316402JB00;CITARO 13M;Standard;true;13;49;64;113;2011-03-23;true;2;810;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;VOITH DIWA5 T2R0 / OM92;OM 906HLA / Euro 5;ZF AV 132;Vénus gris;2;Pneumatique;Coulissante électrique;RENNES;KREN
611;611;;MERCEDES;CITARO 13M;530 M 906;CITARO 13M;Standard;true;13;49;64;113;2011-03-23;true;2;810;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;VOITH DIWA5 T2R0 / OM92;OM 906HLA / Euro 5;ZF AV 132;Vénus gris;2;Pneumatique;Coulissante électrique;RENNES;KREN
614;614;;MERCEDES;CITARO 13M;62802ABCEFBGSQ3H320316402JB00;CITARO 13M;Standard;true;13;39;64;103;2011-03-23;true;2;810;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;VOITH DIWA5 T2R0 / OM92;OM 906HLA / Euro 5;ZF AV 132;Vénus gris;2;Pneumatique;Coulissante électrique;MIVOIE;KREN
700;700;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;35;119;154;2014-07-31;true;3;429;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
701;701;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;35;119;154;2014-06-26;true;3;429;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
703;703;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;35;119;154;2014-06-26;true;3;429;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
710;710;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;35;119;154;2014-07-31;true;3;429;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
716;716;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-02-13;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;;;;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
722;722;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-02-27;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
723;723;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-03;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
725;725;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-06;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
735;735;;MERCEDES;CITARO ART;62803HK1GKEAW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-03-26;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
736;736;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-11-06;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
740;740;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-11-13;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
744;744;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-11-20;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
748;748;;MERCEDES;CITARO ART;62803HK1GKEBW13F13X357802JA00;CITARO ART;Articulé;true;18;35;119;154;2015-12-02;true;3;440;2;Leds;4;4;3;EURO 6;ADBLUE;1P;;ZF Ecolife 6 AP;OM 470 LA / Euro 6;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
7509;7509;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;;false;0;;0;NC;0;0;1;NC;NC;NC;NC;NC;NC;NC;NC;2;NC;NC;MESSAC;ORAI
828;828;;IRISBUS;CITELIS ART;PU09D13P;CITELIS ART;Articulé;true;18;38;116;154;2009-02-20;true;3;528;2;Leds;4;4;3;EURO 5;ADBLUE;1P;11 R22.5;ZF 5HP502 C;F2BE0682C / Euro 5;ZF AV 132;Athermique;3;Electrique;Coulissante électrique;RENNES;KREN
907;907;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
908;908;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
912;912;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
913;913;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
914;914;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
918;918;;MERCEDES;CITARO ART;62803ACCGBFGLQ3H33X389702JD00;CITARO ART;Articulé;true;18;39;124;163;2011-03-23;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
925;925;;MERCEDES;CITARO ART;62803ACCGBFGVQ3H33X389502J900;CITARO ART;Articulé;true;18;39;124;163;2012-01-13;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
926;926;;MERCEDES;CITARO ART;62803ACCGBFGVQ3H33X389502J900;CITARO ART;Articulé;true;18;39;124;163;2012-01-13;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
930;930;;MERCEDES;CITARO ART;62803ACCGBFGVQ3H33X389502J900;CITARO ART;Articulé;true;18;39;124;163;2012-01-13;true;3;405;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF 6HP592 C Ecomat 2 Plus Kitas;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
936;936;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
943;943;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
945;945;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
946;946;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
948;948;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
953;953;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;39;124;163;2013-02-14;true;3;430;2;Leds;4;4;3;EURO 5;ADBLUE;1P;275/70 R22.5;ZF Ecolife 6 AP;OM 457HLA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
958;958;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;59;;;2014-06-26;true;3;430;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;;;;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
962;962;;MERCEDES;CITARO ART;;CITARO ART;Articulé;true;18;59;;;2014-07-31;true;3;430;2;Leds;4;4;3;EURO 6;ADBLUE;1P;275/70 R22.5;;;;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
1003;1003;;MERCEDES;CITARO STD;;CITARO STD;Standard;false;12;0;0;0;;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
1031;1031;;MAN;LIONS CITY;;LIONS CITY;Standard;false;12;0;0;0;;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2004;2004;;MERCEDES;CITARO STD;;CITARO STD;;false;0;;;;2010-04-20;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2011;2011;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2009-06-17;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2015;2015;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2009-06-16;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2016;2016;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2008-08-25;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2018;2018;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2008-08-25;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2020;2020;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2008-08-25;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2022;2022;;SETRA;416NF 13M;;416NF 13M;;false;0;;;;2008-08-22;true;2;;2;Leds;3;3;3;;;;;;;;;2;;;MONTGERM;KARM
2024;2024;;SETRA;315NF STD;;315NF STD;;false;0;;;;2006-06-14;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2026;2026;;IVECO;URBANWAY;;URBANWAY;;false;0;0;0;0;2022-10-13;true;2;;1;Pastilles;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2029;2029;;SETRA;315NF STD;;315NF STD;;false;0;35;73;108;2004-10-07;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2030;2030;;SETRA;315NF STD;;315NF STD;;false;0;0;0;0;2004-08-27;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2031;2031;;SETRA;315NF STD;;315NF STD;;false;0;;;;2001-10-04;true;2;;1;Pastilles;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2034;2034;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2016-09-09;true;2;;2;Leds;3;3;2;EURO 6;;;;;;;;3;;;CHANTEPI;KARM
2046;2046;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2015-10-21;true;2;;2;;3;3;2;;;;;;;;;2;;;CHANTEPI;KARM
2049;2049;;MERCEDES;CITARO STD;;CITARO STD;;false;0;34;75;109;2012-07-19;true;2;;1;Leds;3;3;3;EURO 5;ADBLUE;;;;;;;2;;;MONTGERM;KARM
2059;2059;;MERCEDES;CITARO STD;;CITARO STD;;false;0;0;0;0;2008-12-17;true;2;;1;;3;3;3;EURO 5;;;;;;;;2;;;CHANTEPI;KARM
2060;2060;;HEULIEZ;GX127;;GX127;;false;0;;;;;true;2;;1;Leds;3;3;3;;;;;;;;;2;;;CHANTEPI;KARM
2061;2061;;MERCEDES;CITARO;;CITARO;;false;0;0;0;0;2017-08-03;true;2;;2;Leds;3;3;3;EURO 6;;;;;;;;3;;;CHANTEPI;KARM
2063;2063;;IRISBUS;CROSSWAY;;CROSSWAY;;false;0;60;0;60;2015-02-23;true;2;;1;;;;3;;;;;;;;;2;;;MONTGERM;KARM
2085;2085;;HEULIEZ;GX437;;GX437;;false;0;0;0;0;2014-02-27;true;3;;2;Leds;3;4;3;EURO 6;ADBLUE;;;;;;;3;;;CHANTEPI;KARM
2086;2086;;HEULIEZ;GX437;;GX437;;false;0;0;0;0;2022-01-01;true;3;;2;;3;4;3;EURO 6;ADBLUE;;;;;;;3;;;CHANTEPI;KARM
219;219;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2008-05-05;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
232;232;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2009-03-18;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
233;233;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2009-03-18;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;RENNES;KREN
238;238;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2009-03-18;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;ZF 6HP502 C;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
241;241;;MERCEDES;CITARO STD;530090926;CITARO STD;Standard;true;12;23;66;89;2010-04-13;true;2;613;2;Leds;3;3;3;EURO 5;ADBLUE;1K;275/70 R22.5;VOITH DIWA5 T2R0 / OM92;OM 926LA / Euro 5;ZF AV 132;Vénus gris;3;Pneumatique;Coulissante électrique;MIVOIE;KREN
2506;2506;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2020-01-01;false;;;;;;;;;;;;;;;;;;;CHANTEPI;KARM
2508;2508;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2020-01-01;false;;;;;;;;;;;;;;;;;;;CHANTEPI;KARM
2512;2512;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-08-28;false;;;;;;;;;;;;;;;;;;;MONTGERM;KARM
2516;2516;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-10-01;false;;;;;;;;;;;;;;;;;;;MONTGERM;KARM
255;255;;MERCEDES;CITARO STD;;CITARO STD;;false;0;44;0;44;2019-08-06;true;2;;2;;3;3;3;EURO 6;ADBLUE;;;;;;;3;;;CHANTEPI;KARM
3008;3008;;SETRA;315NF STD;;315NF STD;;false;0;;;;;true;2;;1;NC;3;3;3;;;;;;;;;2;;;STJACQUE;JOLL
3014;3014;;IRISBUS;CITELIS STD;;CITELIS STD;;false;0;;;;2005-07-27;true;2;;;;;3;2;;;;;;;;;2;;;STJACQUE;JOLL
3017;3017;;IRISBUS;CITELIS STD;;CITELIS STD;;false;0;;;;2006-06-01;true;2;;1;;3;3;3;;;;;;;;;2;;;STJACQUE;JOLL
3019;3019;;IRISBUS;AGORA STD;;AGORA STD;;false;0;;;;2006-06-01;true;2;;;;;3;2;;;;;;;;;2;;;STJACQUE;JOLL
3020;3020;;IRISBUS;AGORA STD;;AGORA STD;;false;0;0;0;0;2015-12-01;true;2;;1;;;3;2;;;;;;;;;2;;;STJACQUE;JOLL
3021;3021;;IRISBUS;AGORA STD;;AGORA STD;;false;0;;;;2006-06-01;true;2;;;;;3;2;;;;;;;;;2;;;STJACQUE;JOLL
341;341;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;52;0;52;2023-03-16;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
349;349;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2023-10-16;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
350;350;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2023-11-28;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
3501;3501;;IRISBUS;RECREO;;RECREO;;false;0;0;0;0;;false;0;;0;;;0;1;;;;;;;;;2;;;STJACQUE;JOLL
3503;3503;;IRISBUS;RECREO;;RECREO;;false;0;;;;2006-02-15;false;0;;0;;;;1;;;;;;;;;2;;;STJACQUE;JOLL
3505;3505;;IRISBUS;RECREO;;RECREO;;false;0;0;0;0;;false;0;;0;NC;0;0;1;;;;;;;;;2;;;STJACQUE;JOLL
351;351;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-07-05;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
3515;3515;;IRISBUS;RECREO;;RECREO;;false;0;;;;;false;;;;;;;1;;;;;;;;;2;;;STJACQUE;JOLL
3545;3545;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-11-01;false;;;;;;;;;;;;;;;;;;;STJACQUE;JOLL
3547;3547;;IVECO;CROSSWAY;;CROSSWAY;;false;0;0;0;0;2024-11-01;false;;;;;;;;;;;;;;;;;;;STJACQUE;JOLL
364;364;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-05-24;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
371;371;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-11-19;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
372;372;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-01-16;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
377;377;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2024-11-19;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
378;378;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-03-24;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
381;381;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-03-24;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
382;382;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-03-07;true;4;;2;Leds;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
387;387;;MERCEDES;ECITARO 18M;;ECITARO 18M;Articulé;true;18;0;0;0;2025-04-18;true;4;;2;;3;4;3;NC;NC;;275/70 R22.5;NC;;;;4;;;RENNES;KREN
4009;4009;;HEULIEZ;GX317 STD;;GX317 STD;;false;0;;;;;true;2;;1;Leds;3;3;2;;;;;;;;;2;;;CHANTEPI;TIV
4017;4017;;MERCEDES;CITARO STD;;CITARO STD;;false;0;;;;2016-03-24;true;2;;2;;3;3;3;EURO 6;;;;;;;;2;;;CHANTEPI;TIV
4018;4018;;MERCEDES;CITARO STD;;CITARO STD;;false;0;;;;;true;2;;2;LEDS;3;3;3;;;;;;;;;2;;;CHANTEPI;TIV
